--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| PDO                                          | pdoLabel                                                                              | OOPS                                          | oopsLabel                                                           |
| <http://purl.obolibrary.org/obo/PDO_0000180> | "maize Fusarium seed rot fungal disease"^^xsd:string                                  | <http://purl.obolibrary.org/obo/OOPS_1003083> | "Gibberella ear and stalk rot"                                      |
| <http://purl.obolibrary.org/obo/PDO_0000180> | "maize Fusarium seed rot fungal disease"^^xsd:string                                  | <http://purl.obolibrary.org/obo/OOPS_1003082> | "Gibberella ear and stalk rot"                                      |
| <http://purl.obolibrary.org/obo/PDO_0000180> | "maize Fusarium seed rot fungal disease"^^xsd:string                                  | <http://purl.obolibrary.org/obo/OOPS_1003084> | "Seed rot-seedling blight"                                          |
| <http://purl.obolibrary.org/obo/PDO_0000192> | "maize Aspergillus glaucus minor ear rot fungal disease"^^xsd:string                  | <http://purl.obolibrary.org/obo/OOPS_1003031> | "Ear rots, minor"                                                   |
| <http://purl.obolibrary.org/obo/PDO_0000244> | "maize Phyllachora tar spot fungal disease"^^xsd:string                               | <http://purl.obolibrary.org/obo/OOPS_1002966> | "Tar spot*"                                                         |
| <http://purl.obolibrary.org/obo/PDO_0000037> | "rice downy mildew fungal disease"^^xsd:string                                        | <http://purl.obolibrary.org/obo/OOPS_1002863> | "Downy mildew"                                                      |
| <http://purl.obolibrary.org/obo/PDO_0000240> | "maize Ramulispora grey leaf spot fungal disease"^^xsd:string                         | <http://purl.obolibrary.org/obo/OOPS_1002949> | "Stalk rots, minor"                                                 |
| <http://purl.obolibrary.org/obo/PDO_0000240> | "maize Ramulispora grey leaf spot fungal disease"^^xsd:string                         | <http://purl.obolibrary.org/obo/OOPS_1002947> | "Gray leaf spot (Cercospora leaf spot)"                             |
| <http://purl.obolibrary.org/obo/PDO_0000240> | "maize Ramulispora grey leaf spot fungal disease"^^xsd:string                         | <http://purl.obolibrary.org/obo/OOPS_1002948> | "Root rots, minor"                                                  |
| <http://purl.obolibrary.org/obo/PDO_0000243> | "maize Peronosclerospora sugarcane downy mildew fungal disease"^^xsd:string           | <http://purl.obolibrary.org/obo/OOPS_1003054> | "Sugarcane downy mildew*"                                           |
| <http://purl.obolibrary.org/obo/PDO_0000191> | "maize Alternaria minor root rot fungal disease"^^xsd:string                          | <http://purl.obolibrary.org/obo/OOPS_1003090> | "Root rots, minor"                                                  |
| <http://purl.obolibrary.org/obo/PDO_0000191> | "maize Alternaria minor root rot fungal disease"^^xsd:string                          | <http://purl.obolibrary.org/obo/OOPS_1003088> | "Ear rots, minor"                                                   |
| <http://purl.obolibrary.org/obo/PDO_0000191> | "maize Alternaria minor root rot fungal disease"^^xsd:string                          | <http://purl.obolibrary.org/obo/OOPS_1003089> | "Leaf spots, minor"                                                 |
| <http://purl.obolibrary.org/obo/PDO_0000078> | "Bipolaris oryzae pecky rice fungal disease"^^xsd:string                              | <http://purl.obolibrary.org/obo/OOPS_1002838> | "Brown spot"                                                        |
| <http://purl.obolibrary.org/obo/PDO_0000078> | "Bipolaris oryzae pecky rice fungal disease"^^xsd:string                              | <http://purl.obolibrary.org/obo/OOPS_1002839> | "Pecky rice (kernel spotting)"                                      |
| <http://purl.obolibrary.org/obo/PDO_0000261> | "maize Curvularia eragrostidis leaf spot fungal disease"^^xsd:string                  | <http://purl.obolibrary.org/obo/OOPS_1003033> | "Curvularia leaf spot"                                              |
| <http://purl.obolibrary.org/obo/PDO_0000261> | "maize Curvularia eragrostidis leaf spot fungal disease"^^xsd:string                  | <http://purl.obolibrary.org/obo/OOPS_1003034> | "Curvularia leaf spot"                                              |
| <http://purl.obolibrary.org/obo/PDO_0000260> | "maize Cochliobolus pallescens leaf spot fungal disease"^^xsd:string                  | <http://purl.obolibrary.org/obo/OOPS_1003002> | "Curvularia leaf spot"                                              |
| <http://purl.obolibrary.org/obo/PDO_0000260> | "maize Cochliobolus pallescens leaf spot fungal disease"^^xsd:string                  | <http://purl.obolibrary.org/obo/OOPS_1003001> | "Curvularia leaf spot"                                              |
| <http://purl.obolibrary.org/obo/PDO_0000260> | "maize Cochliobolus pallescens leaf spot fungal disease"^^xsd:string                  | <http://purl.obolibrary.org/obo/OOPS_1003003> | "Ear rots, minor"                                                   |
| <http://purl.obolibrary.org/obo/PDO_0000212> | "rice Achlya klebsiana water-mold fungal disease"^^xsd:string                         | <http://purl.obolibrary.org/obo/OOPS_1002864> | "Water-mold (seed-rot and seedling disease)"                        |
| <http://purl.obolibrary.org/obo/PDO_0000176> | "maize Colletotrichum graminicola Anthracnose leaf blight fungal disease"^^xsd:string | <http://purl.obolibrary.org/obo/OOPS_1003000> | "Anthracnose leaf blight and anthracnose stalk rot"                 |
| <http://purl.obolibrary.org/obo/PDO_0000176> | "maize Colletotrichum graminicola Anthracnose leaf blight fungal disease"^^xsd:string | <http://purl.obolibrary.org/obo/OOPS_1002999> | "Anthracnose leaf blight and anthracnose stalk rot"                 |
| <http://purl.obolibrary.org/obo/PDO_0000249> | "maize Colletotrichum falcatum Anthracnose leaf blight fungal disease"^^xsd:string    | <http://purl.obolibrary.org/obo/OOPS_1002946> | "Anthracnose leaf blight and anthracnose stalk rot"                 |
| <http://purl.obolibrary.org/obo/PDO_0000215> | "rice Pythium dissotocum water-mold fungal disease"^^xsd:string                       | <http://purl.obolibrary.org/obo/OOPS_1002874> | "Water-mold (seed-rot and seedling disease)"                        |
| <http://purl.obolibrary.org/obo/PDO_0000215> | "rice Pythium dissotocum water-mold fungal disease"^^xsd:string                       | <http://purl.obolibrary.org/obo/OOPS_1002873> | "Root rots"                                                         |
| <http://purl.obolibrary.org/obo/PDO_0000041> | "rice false smut fungal disease"^^xsd:string                                          | <http://purl.obolibrary.org/obo/OOPS_1002842> | "False smut"                                                        |
| <http://purl.obolibrary.org/obo/PDO_0000186> | "maize northern leaf blight fungal disease"^^xsd:string                               | <http://purl.obolibrary.org/obo/OOPS_1003121> | "Seed rot-seedling blight"                                          |
| <http://purl.obolibrary.org/obo/PDO_0000186> | "maize northern leaf blight fungal disease"^^xsd:string                               | <http://purl.obolibrary.org/obo/OOPS_1003122> | "Seed rot-seedling blight"                                          |
| <http://purl.obolibrary.org/obo/PDO_0000186> | "maize northern leaf blight fungal disease"^^xsd:string                               | <http://purl.obolibrary.org/obo/OOPS_1003120> | "Northern corn leaf blight (white blast, crown stalk rot, stripe)"  |
| <http://purl.obolibrary.org/obo/PDO_0000218> | "maize Lasiodiplodia black kernel rot fungal disease"^^xsd:string                     | <http://purl.obolibrary.org/obo/OOPS_1003038> | "Black kernel rot*"                                                 |
| <http://purl.obolibrary.org/obo/PDO_0000218> | "maize Lasiodiplodia black kernel rot fungal disease"^^xsd:string                     | <http://purl.obolibrary.org/obo/OOPS_1003039> | "Black kernel rot*"                                                 |
| <http://purl.obolibrary.org/obo/PDO_0000084> | "rice Bipolaris oryzae seedling blight fungal disease"^^xsd:string                    | <http://purl.obolibrary.org/obo/OOPS_1002838> | "Brown spot"                                                        |
| <http://purl.obolibrary.org/obo/PDO_0000084> | "rice Bipolaris oryzae seedling blight fungal disease"^^xsd:string                    | <http://purl.obolibrary.org/obo/OOPS_1002839> | "Pecky rice (kernel spotting)"                                      |
| <http://purl.obolibrary.org/obo/PDO_0000247> | "maize Fusarium ear rot fungal disease"^^xsd:string                                   | <http://purl.obolibrary.org/obo/OOPS_1002942> | "Seed rot-seedling blight"                                          |
| <http://purl.obolibrary.org/obo/PDO_0000247> | "maize Fusarium ear rot fungal disease"^^xsd:string                                   | <http://purl.obolibrary.org/obo/OOPS_1002941> | "Fusarium kernel, root and stalk rot, seed rot and seedling blight" |
| <http://purl.obolibrary.org/obo/PDO_0000082> | "Sarocladium oryzae pecky rice fungal disease"^^xsd:string                            | <http://purl.obolibrary.org/obo/OOPS_1002852> | "Sheath rot"                                                        |
| <http://purl.obolibrary.org/obo/PDO_0000082> | "Sarocladium oryzae pecky rice fungal disease"^^xsd:string                            | <http://purl.obolibrary.org/obo/OOPS_1002851> | "Sheath rot"                                                        |
| <http://purl.obolibrary.org/obo/PDO_0000194> | "maize Bipolaris minor leaf spot fungal disease"^^xsd:string                          | <http://purl.obolibrary.org/obo/OOPS_1003037> | "Seed rot-seedling blight"                                          |
| <http://purl.obolibrary.org/obo/PDO_0000194> | "maize Bipolaris minor leaf spot fungal disease"^^xsd:string                          | <http://purl.obolibrary.org/obo/OOPS_1003036> | "Leaf spots, minor"                                                 |
| <http://purl.obolibrary.org/obo/PDO_0000154> | "maize seed rot and seedling blight bacterial disease"^^xsd:string                    | <http://purl.obolibrary.org/obo/OOPS_1002952> | "Seed rot-seedling blight"                                          |
| <http://purl.obolibrary.org/obo/PDO_0000276> | "maize Scopulariopsis brumptii minor ear rot fungal disease"^^xsd:string              | <http://purl.obolibrary.org/obo/OOPS_1003028> | "Ear rots, minor"                                                   |
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
