	iri	iri_label	pathogen	pathogen_label	host	host_label	plantstructure	plantstructure_label
1827	OOPS:xxxxxxx	Sclerotinia sclerotiorum Sclerotinia flower rot of Dianthus caryophylium L.	NCBITaxon:1095762	Sclerotinia sclerotiorum (Lib.) deBary	NCBITaxon:591395	Dianthus caryophylium L.	http://purl.obolibrary.org/obo/PO_0009046	flower
1830	OOPS:xxxxxxx	Athelia rolfsii Southern blight of Dianthus caryophylium L.	NCBITaxon:39291	Athelia rolfsii (Curzi) Tu & Kimbrough [teleomorph]	NCBITaxon:591395	Dianthus caryophylium L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
1831	OOPS:xxxxxxx	Heterodera trifolii Goffart Cyst of Dianthus caryophylium L.	NCBITaxon:34509	Heterodera trifolii Goffart	NCBITaxon:591395	Dianthus caryophylium L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
1832	OOPS:xxxxxxx	Hoplolaimus spp. Lance of Dianthus caryophylium L.	NCBITaxon:211159	Hoplolaimus spp.	NCBITaxon:591395	Dianthus caryophylium L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
1833	OOPS:xxxxxxx	Pratylenchus spp. Lesion of Dianthus caryophylium L.	NCBITaxon:45927	Pratylenchus spp.	NCBITaxon:591395	Dianthus caryophylium L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
1834	OOPS:xxxxxxx	Paratylenchus hamatus Thorne & Allen Pin of Dianthus caryophylium L.	NCBITaxon:293601	Paratylenchus hamatus Thorne & Allen	NCBITaxon:591395	Dianthus caryophylium L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
1835	OOPS:xxxxxxx	Mesocriconema spp. Ring of Dianthus caryophylium L.	NCBITaxon:211170	Mesocriconema spp.	NCBITaxon:591395	Dianthus caryophylium L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
1837	OOPS:xxxxxxx	Meloidogyne spp. Root-knot of Dianthus caryophylium L.	NCBITaxon:189290	Meloidogyne spp.	NCBITaxon:591395	Dianthus caryophylium L.	http://purl.obolibrary.org/obo/PO_0009005	root
1838	OOPS:xxxxxxx	Carnation etched ring virus Carnation etched ring of Dianthus caryophylium L.	NCBITaxon:10640	Carnation etched ring virus	NCBITaxon:591395	Dianthus caryophylium L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
1839	OOPS:xxxxxxx	Carnation latent virus Carnation latent of Dianthus caryophylium L.	NCBITaxon:12164	Carnation latent virus	NCBITaxon:591395	Dianthus caryophylium L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
1840	OOPS:xxxxxxx	Carnation mottle virus Carnation mottle of Dianthus caryophylium L.	NCBITaxon:11986	Carnation mottle virus	NCBITaxon:591395	Dianthus caryophylium L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
1841	OOPS:xxxxxxx	Carnation necrotic fleck virus Carnation necrotic fleck & Carnation streak of Dianthus caryophylium L.	NCBITaxon:551454	Carnation necrotic fleck virus	NCBITaxon:591395	Dianthus caryophylium L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
1842	OOPS:xxxxxxx	Carnation ringspot virus Carnation ring spot of Dianthus caryophylium L.	NCBITaxon:12268	Carnation ringspot virus	NCBITaxon:591395	Dianthus caryophylium L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
1843	OOPS:xxxxxxx	Carnation vein mottle virus Carnation vein mottle of Dianthus caryophylium L.	NCBITaxon:82847	Carnation vein mottle virus	NCBITaxon:591395	Dianthus caryophylium L.	http://purl.obolibrary.org/obo/PO_0000003	whole plant
1994	OOPS:xxxxxxx	Xanthomonas campestris pv. manihotis Bacterial blight of Manihot esculenta Crantz	NCBITaxon:314565	Xanthomonas campestris pv. manihotis (Berthet and Bondar) Dye	NCBITaxon:3983	Manihot esculenta Crantz	http://purl.obolibrary.org/obo/PO_0000003	whole plant
1995	OOPS:xxxxxxx	Xanthomonas campestris pv. cassavae Bacterial angular leaf spot of Manihot esculenta Crantz	NCBITaxon:314565	Xanthomonas campestris pv. cassavae (Wiehe and Dowson) Maraite and Weyns	NCBITaxon:3983	Manihot esculenta Crantz	http://purl.obolibrary.org/obo/PO_0025034	leaf
1996	OOPS:xxxxxxx	Agrobacterium tumefaciens Bacterial stem gall of Manihot esculenta Crantz	NCBITaxon:1454226	Agrobacterium tumefaciens (Smith and Townsend) Conn Biovar 1	NCBITaxon:3983	Manihot esculenta Crantz	http://purl.obolibrary.org/obo/PO_0009047	stem
1998	OOPS:xxxxxxx	Erwinia herbicola Bacterial wilt of Manihot esculenta Crantz	NCBITaxon:1435351	Erwinia herbicola (Lohnis) Dye	NCBITaxon:3983	Manihot esculenta Crantz	http://purl.obolibrary.org/obo/PO_0000003	whole plant
1999	OOPS:xxxxxxx	Colletotrichum gloeosporioides Anthracnose of Manihot esculenta Crantz	NCBITaxon:1215364	Colletotrichum gloeosporioides (Penz.) Penz. & Sacc. in Penz. = C. gloeosporoides f. sp. manihotis	NCBITaxon:3983	Manihot esculenta Crantz	http://purl.obolibrary.org/obo/PO_0000003	whole plant
2002	OOPS:xxxxxxx	Armillaria mellea Armillaria root rot of Manihot esculenta Crantz	NCBITaxon:1316738	Armillaria mellea (Vahl	NCBITaxon:3983	Manihot esculenta Crantz	http://purl.obolibrary.org/obo/PO_0009005	root
2005	OOPS:xxxxxxx	Scytalidium sp. Black root and stem rot of Manihot esculenta Crantz	NCBITaxon:5538	Scytalidium sp.	NCBITaxon:3983	Manihot esculenta Crantz	http://purl.obolibrary.org/obo/PO_0009005	root
2008	OOPS:xxxxxxx	Cercospora vicosae Muller & Chupp Blight leaf spot of Manihot esculenta Crantz	NCBITaxon:1247214	Cercospora vicosae Muller & Chupp	NCBITaxon:3983	Manihot esculenta Crantz	http://purl.obolibrary.org/obo/PO_0025034	leaf
2010	OOPS:xxxxxxx	Mycosphaerella henningsii Sivanesan Brown leaf spot of Manihot esculenta Crantz	NCBITaxon:259221	Mycosphaerella henningsii Sivanesan	NCBITaxon:3983	Manihot esculenta Crantz	http://purl.obolibrary.org/obo/PO_0025034	leaf
2011	OOPS:xxxxxxx	Oidium manihotis Henn. Cassava ash of Manihot esculenta Crantz	NCBITaxon:1221544	Oidium manihotis Henn.	NCBITaxon:3983	Manihot esculenta Crantz	http://purl.obolibrary.org/obo/PO_0000003	whole plant
2012	OOPS:xxxxxxx	Phyllosticta manihotae Viegas Concentric ring leaf spot of Manihot esculenta Crantz	NCBITaxon:1236105	Phyllosticta manihotae Viegas	NCBITaxon:3983	Manihot esculenta Crantz	http://purl.obolibrary.org/obo/PO_0025034	leaf
2013	OOPS:xxxxxxx	Phyllosticta manihoticola Syd. Concentric ring leaf spot of Manihot esculenta Crantz	NCBITaxon:1236105	Phyllosticta manihoticola Syd.	NCBITaxon:3983	Manihot esculenta Crantz	http://purl.obolibrary.org/obo/PO_0025034	leaf
2015	OOPS:xxxxxxx	Rosellinia necatrix Prill. Dematophora root rot of Manihot esculenta Crantz	NCBITaxon:77044	Rosellinia necatrix Prill.	NCBITaxon:3983	Manihot esculenta Crantz	http://purl.obolibrary.org/obo/PO_0009005	root
2016	OOPS:xxxxxxx	Diplodia manihotis Sacc. Diplodia root and stem rot of Manihot esculenta Crantz	NCBITaxon:66735	Diplodia manihotis Sacc.	NCBITaxon:3983	Manihot esculenta Crantz	http://purl.obolibrary.org/obo/PO_0009005	root
2017	OOPS:xxxxxxx	Fusarium oxysporum Schlechtend. Fusarium root rot of Manihot esculenta Crantz	NCBITaxon:909455	Fusarium oxysporum Schlechtend.	NCBITaxon:3983	Manihot esculenta Crantz	http://purl.obolibrary.org/obo/PO_0009005	root
2020	OOPS:xxxxxxx	Nectria haematococca Berk. & Broome Fusarium root rot of Manihot esculenta Crantz	NCBITaxon:140110	Nectria haematococca Berk. & Broome	NCBITaxon:3983	Manihot esculenta Crantz	http://purl.obolibrary.org/obo/PO_0009005	root
2021	OOPS:xxxxxxx	Phytophthora cryptogea Pethybr. & Lafferty Phytophthora root rot of Manihot esculenta Crantz	NCBITaxon:4786	Phytophthora cryptogea Pethybr. & Lafferty	NCBITaxon:3983	Manihot esculenta Crantz	http://purl.obolibrary.org/obo/PO_0009005	root
