defined_class	animaldamage	causalagent	host	plantstructure	synonyms	altid	contributor	source	comment	
PSO:0000404	rice arachnid damage	NCBITaxon:6854	NCBITaxon:4530	PO:0009011			PSO:cooperl		
PSO:0000405	rice bird damage	NCBITaxon:8782	NCBITaxon:4530	PO:0009011			PSO:cooperl		
PSO:0000406	rice insect damage	NCBITaxon:50557	NCBITaxon:4530	PO:0009011			PSO:cooperl		
PSO:0000407	rice nematode damage	NCBITaxon:6231	NCBITaxon:4530	PO:0009011			PSO:cooperl		
PSO:0000408	rice rodent damage	NCBITaxon:314147	NCBITaxon:4530	PO:0009011			PSO:cooperl		
