	iri	iri_label	pathogen	pathogen_label	host	host_label	plantstructure	plantstructure_label
230	OOPS:xxxxxxx	#NAME? Fusarium roseum Link f. gibbosum W.C. Snyder & H.N. Hans. of Citrullus spp., Cucumis spp., Cucurbita spp., and  s	NCBITaxon:510258	Fusarium roseum Link f. gibbosum W.C. Snyder & H.N. Hans.	NCBITaxon:3653	Citrullus spp., Cucumis spp., Cucurbita spp., and  s	http://purl.obolibrary.org/obo/PO_0009001	fruit
231	OOPS:xxxxxxx	F. graminearum Schwabe Fusarium graminearum Schwabe of Citrullus spp., Cucumis spp., Cucurbita spp., and  s	NCBITaxon:1450154	Fusarium graminearum Schwabe	NCBITaxon:3653	Citrullus spp., Cucumis spp., Cucurbita spp., and  s	http://purl.obolibrary.org/obo/PO_0009001	fruit
236	OOPS:xxxxxxx	Fusarium spp. of Citrullus spp., Cucumis spp., Cucurbita spp., and  s	NCBITaxon:510258	Fusarium spp.	NCBITaxon:3653	Citrullus spp., Cucumis spp., Cucurbita spp., and  s	http://purl.obolibrary.org/obo/PO_0009001	fruit
237	OOPS:xxxxxxx	Lasiodiplodia theobromae of Citrullus spp., Cucumis spp., Cucurbita spp., and  s	NCBITaxon:45133	Lasiodiplodia theobromae (Pat.) Griffon & Maubl.	NCBITaxon:3653	Citrullus spp., Cucumis spp., Cucurbita spp., and  s	http://purl.obolibrary.org/obo/PO_0009001	fruit
239	OOPS:xxxxxxx	Pythium spp. of Citrullus spp., Cucumis spp., Cucurbita spp., and  s	NCBITaxon:944628	Pythium spp.	NCBITaxon:3653	Citrullus spp., Cucumis spp., Cucurbita spp., and  s	http://purl.obolibrary.org/obo/PO_0009001	fruit
240	OOPS:xxxxxxx	Rhizopus stolonifer of Citrullus spp., Cucumis spp., Cucurbita spp., and  s	NCBITaxon:1274793	Rhizopus stolonifer (Ehrenb.	NCBITaxon:3653	Citrullus spp., Cucumis spp., Cucurbita spp., and  s	http://purl.obolibrary.org/obo/PO_0009001	fruit
244	OOPS:xxxxxxx	 Athelia rolfsii of Citrullus spp., Cucumis spp., Cucurbita spp., and  s	NCBITaxon:39291	Athelia rolfsii (Curzi) Tu & Kimbrough	NCBITaxon:3653	Citrullus spp., Cucumis spp., Cucurbita spp., and  s	http://purl.obolibrary.org/obo/PO_0009001	fruit
249	OOPS:xxxxxxx	Alternaria spp. of Phoenix dactylifera L.	NCBITaxon:1551618	Alternaria spp.	NCBITaxon:42345	Phoenix dactylifera L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
250	OOPS:xxxxxxx	Aspergillus spp. of Phoenix dactylifera L.	NCBITaxon:1096988	Aspergillus spp.	NCBITaxon:42345	Phoenix dactylifera L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
251	OOPS:xxxxxxx	Fusarium spp. of Phoenix dactylifera L.	NCBITaxon:510258	Fusarium spp.	NCBITaxon:42345	Phoenix dactylifera L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
252	OOPS:xxxxxxx	Penicillium spp., etc. of Phoenix dactylifera L.	NCBITaxon:1096705	Penicillium spp.	NCBITaxon:42345	Phoenix dactylifera L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
254	OOPS:xxxxxxx	Apple fruit crinkle viroid of Humulus lupulus L.	NCBITaxon:3750	Apple fruit crinkle viroid (AFCVd)	NCBITaxon:3486	Humulus lupulus L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
255	OOPS:xxxxxxx	Pectobacterium carotovorum subsp. carotovorum of Mangifera indica L.	NCBITaxon:554	Pectobacterium carotovorum subsp. carotovorum (Jones 1901) Hauben et al. 1999	NCBITaxon:29780	Mangifera indica L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
257	OOPS:xxxxxxx	Erwinia herbicola of Mangifera indica L.	NCBITaxon:1435351	Erwinia herbicola (LÌ¦hnis 1911) Dye 1964	NCBITaxon:29780	Mangifera indica L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
258	OOPS:xxxxxxx	Macrophomina phaseolina of Mangifera indica L.	NCBITaxon:1126212	Macrophomina phaseolina (Tassi) Goidanich	NCBITaxon:29780	Mangifera indica L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
259	OOPS:xxxxxxx	Alternaria alternata of Mangifera indica L.	NCBITaxon:187775	Alternaria alternata (Fr.	NCBITaxon:29780	Mangifera indica L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
261	OOPS:xxxxxxx	Phytophthora nicotianae Breda de Haan of Mangifera indica L.	NCBITaxon:4790	Phytophthora nicotianae Breda de Haan	NCBITaxon:29780	Mangifera indica L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
262	OOPS:xxxxxxx	#NAME? Phytophthora nicotianae Breda de Haan var. parasitica of Mangifera indica L.	NCBITaxon:4790	Phytophthora nicotianae Breda de Haan var. parasitica (Dastur) G.M. Waterhouse	NCBITaxon:29780	Mangifera indica L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
263	OOPS:xxxxxxx	Pestalotiopsis mangiferae of Mangifera indica L.	NCBITaxon:640742	Pestalotiopsis mangiferae (Henn.) Steyaert	NCBITaxon:29780	Mangifera indica L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
264	OOPS:xxxxxxx	Phyllosticta anacardiacearum van der Aa of Mangifera indica L.	NCBITaxon:1236105	Phyllosticta anacardiacearum van der Aa	NCBITaxon:29780	Mangifera indica L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
265	OOPS:xxxxxxx	Guignardia mangiferae A.J. Roy [teleomorph] of Mangifera indica L.	NCBITaxon:55180	Guignardia mangiferae A.J. Roy [teleomorph]	NCBITaxon:29780	Mangifera indica L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
266	OOPS:xxxxxxx	Alternaria alternata of Carica papaya L.	NCBITaxon:187775	Alternaria alternata (Fr.	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
268	OOPS:xxxxxxx	Monilia sp. of Carica papaya L.	NCBITaxon:254394	Monilia sp.	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
269	OOPS:xxxxxxx	Cercospora mamaonis ViÌ©gas & Chupp of Carica papaya L.	NCBITaxon:1247214	Cercospora mamaonis ViÌ©gas & Chupp	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
270	OOPS:xxxxxxx	Fusarium solani of Carica papaya L.	NCBITaxon:1501798	Fusarium solani (Mart.) Sacc.	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
271	OOPS:xxxxxxx	Fusarium spp. of Carica papaya L.	NCBITaxon:510258	Fusarium spp.	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
272	OOPS:xxxxxxx	Lasiodiplodia theobromae of Carica papaya L.	NCBITaxon:45133	Lasiodiplodia theobromae (Pat.) Griffon & Maubl. (=Botryodiplodia theobromae Pat.	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
278	OOPS:xxxxxxx	Phytophthora capsici Leonian of Carica papaya L.	NCBITaxon:910611	Phytophthora capsici Leonian	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
279	OOPS:xxxxxxx	Phytophthora nicotianae Breda de Haan var. parasitica of Carica papaya L.	NCBITaxon:4790	Phytophthora nicotianae Breda de Haan var. parasitica (Dastur) G. M. Waterhouse (=Phytophthora parasitica Dastur)	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
280	OOPS:xxxxxxx	Phytophthora palmivora of Carica papaya L.	NCBITaxon:4796	Phytophthora palmivora (E. J. Butler) E. J. Butler	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
281	OOPS:xxxxxxx	Stemphylium lycopersici of Carica papaya L.	NCBITaxon:644614	Stemphylium lycopersici (Enjoji) W. Yamamoto (=Thyrospora lycopersici Enjoji	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
283	OOPS:xxxxxxx	Phomopsis sp. of Carica papaya L.	NCBITaxon:1494841	Phomopsis sp.	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
284	OOPS:xxxxxxx	Boron deficiency of Carica papaya L.	NCBITaxon:274471	Boron deficiency	NCBITaxon:3649	Carica papaya L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
285	OOPS:xxxxxxx	Botrytis cinerea Pers.:Fr. of Passiflora spp.	NCBITaxon:1290391	Botrytis cinerea Pers.	NCBITaxon:1341353	Passiflora spp.	http://purl.obolibrary.org/obo/PO_0009001	fruit
287	OOPS:xxxxxxx	Aspergillus niger Tiegh. of Passiflora spp.	NCBITaxon:1451139	Aspergillus niger Tiegh.	NCBITaxon:1341353	Passiflora spp.	http://purl.obolibrary.org/obo/PO_0009001	fruit
288	OOPS:xxxxxxx	Lasiodiplodia theobromae of Passiflora spp.	NCBITaxon:45133	Lasiodiplodia theobromae (Pat.) Griffon & Maubl.	NCBITaxon:1341353	Passiflora spp.	http://purl.obolibrary.org/obo/PO_0009001	fruit
289	OOPS:xxxxxxx	Lasiodiplodia theobromae of Passiflora spp.	NCBITaxon:45133	Lasiodiplodia theobromae (Pat.) Griffon & Maubl.	NCBITaxon:1341353	Passiflora spp.	http://purl.obolibrary.org/obo/PO_0009001	fruit
290	OOPS:xxxxxxx	Phomopsis tersa of Passiflora spp.	NCBITaxon:1494841	Phomopsis tersa (Sacc.) B. Sutton	NCBITaxon:1341353	Passiflora spp.	http://purl.obolibrary.org/obo/PO_0009001	fruit
291	OOPS:xxxxxxx	#NAME? Phoma tersa Sacc. of Passiflora spp.	NCBITaxon:1543971	Phoma tersa Sacc.	NCBITaxon:1341353	Passiflora spp.	http://purl.obolibrary.org/obo/PO_0009001	fruit
292	OOPS:xxxxxxx	Sphaeropsis sp. of Passiflora spp.	NCBITaxon:66737	Sphaeropsis sp.	NCBITaxon:1341353	Passiflora spp.	http://purl.obolibrary.org/obo/PO_0009001	fruit
293	OOPS:xxxxxxx	Monilinia fructicola of Prunus persica	NCBITaxon:38448	Monilinia fructicola (G. Wint.) Honey	NCBITaxon:3760	Prunus persica	http://purl.obolibrary.org/obo/PO_0009001	fruit
294	OOPS:xxxxxxx	Monilinia fructicola of Prunus persica var. nucipersica	NCBITaxon:38448	Monilinia fructicola (G. Wint.) Honey	NCBITaxon:3760	Prunus persica var. nucipersica	http://purl.obolibrary.org/obo/PO_0009001	fruit
295	OOPS:xxxxxxx	M. laxa Monilinia laxa of Prunus persica	NCBITaxon:61186	Monilinia laxa (Aderhold & Ruhland) Honey	NCBITaxon:3760	Prunus persica	http://purl.obolibrary.org/obo/PO_0009001	fruit
296	OOPS:xxxxxxx	M. laxa Monilinia laxa of Prunus persica var. nucipersica	NCBITaxon:61186	Monilinia laxa (Aderhold & Ruhland) Honey	NCBITaxon:3760	Prunus persica var. nucipersica	http://purl.obolibrary.org/obo/PO_0009001	fruit
297	OOPS:xxxxxxx	Botrytis cinerea Pers.:Fr. of Prunus persica	NCBITaxon:1290391	Botrytis cinerea Pers.	NCBITaxon:3760	Prunus persica	http://purl.obolibrary.org/obo/PO_0009001	fruit
299	OOPS:xxxxxxx	Botrytis cinerea Pers.:Fr. of Prunus persica var. nucipersica	NCBITaxon:1290391	Botrytis cinerea Pers.	NCBITaxon:3760	Prunus persica var. nucipersica	http://purl.obolibrary.org/obo/PO_0009001	fruit
303	OOPS:xxxxxxx	Monilinia fructicola of Prunus persica	NCBITaxon:38448	Monilinia fructicola (G. Wint.) Honey	NCBITaxon:3760	Prunus persica	http://purl.obolibrary.org/obo/PO_0009001	fruit
304	OOPS:xxxxxxx	Monilinia fructicola of Prunus persica var. nucipersica	NCBITaxon:38448	Monilinia fructicola (G. Wint.) Honey	NCBITaxon:3760	Prunus persica var. nucipersica	http://purl.obolibrary.org/obo/PO_0009001	fruit
305	OOPS:xxxxxxx	M. laxa Monilinia laxa of Prunus persica	NCBITaxon:61186	Monilinia laxa (Aderhold & Ruhland) Honey	NCBITaxon:3760	Prunus persica	http://purl.obolibrary.org/obo/PO_0009001	fruit
306	OOPS:xxxxxxx	M. laxa Monilinia laxa of Prunus persica var. nucipersica	NCBITaxon:61186	Monilinia laxa (Aderhold & Ruhland) Honey	NCBITaxon:3760	Prunus persica var. nucipersica	http://purl.obolibrary.org/obo/PO_0009001	fruit
307	OOPS:xxxxxxx	Sclerotinia sclerotiorum of Prunus persica	NCBITaxon:1095762	Sclerotinia sclerotiorum (Lib.) de Bary	NCBITaxon:3760	Prunus persica	http://purl.obolibrary.org/obo/PO_0009001	fruit
308	OOPS:xxxxxxx	Sclerotinia sclerotiorum of Prunus persica var. nucipersica	NCBITaxon:1095762	Sclerotinia sclerotiorum (Lib.) de Bary	NCBITaxon:3760	Prunus persica var. nucipersica	http://purl.obolibrary.org/obo/PO_0009001	fruit
309	OOPS:xxxxxxx	Phomopsis sp. of Prunus persica	NCBITaxon:1494841	Phomopsis sp.	NCBITaxon:3760	Prunus persica	http://purl.obolibrary.org/obo/PO_0009001	fruit
310	OOPS:xxxxxxx	Phomopsis sp. of Prunus persica var. nucipersica	NCBITaxon:1494841	Phomopsis sp.	NCBITaxon:3760	Prunus persica var. nucipersica	http://purl.obolibrary.org/obo/PO_0009001	fruit
311	OOPS:xxxxxxx	Trichothecium roseum of Prunus persica	NCBITaxon:47278	Trichothecium roseum (Pers.	NCBITaxon:3760	Prunus persica	http://purl.obolibrary.org/obo/PO_0009001	fruit
313	OOPS:xxxxxxx	Trichothecium roseum of Prunus persica var. nucipersica	NCBITaxon:47278	Trichothecium roseum (Pers.	NCBITaxon:3760	Prunus persica var. nucipersica	http://purl.obolibrary.org/obo/PO_0009001	fruit
315	OOPS:xxxxxxx	Alternaria spp. of Pyrus communis L.	NCBITaxon:1551618	Alternaria spp.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
316	OOPS:xxxxxxx	Cladosporium herbarum of Pyrus communis L.	NCBITaxon:29918	Cladosporium herbarum (Pers.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
319	OOPS:xxxxxxx	Mucor spp. of Pyrus communis L.	NCBITaxon:1616824	Mucor spp.	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
320	OOPS:xxxxxxx	M. piriformis E. Fischer Mucor piriformis E. Fischer of Pyrus communis L.	NCBITaxon:105697	Mucor piriformis E. Fischer	NCBITaxon:23211	Pyrus communis L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
321	OOPS:xxxxxxx	Botrytis cinerea Pers.:Fr. of Capsicum spp.	NCBITaxon:1290391	Botrytis cinerea Pers.	NCBITaxon:4071	Capsicum spp.	http://purl.obolibrary.org/obo/PO_0009001	fruit
335	OOPS:xxxxxxx	Aspergillus niger Tiegh. of Pistacia vera L.	NCBITaxon:1451139	Aspergillus niger Tiegh.	NCBITaxon:55513	Pistacia vera L.	http://purl.obolibrary.org/obo/PO_0009001	fruit
336	OOPS:xxxxxxx	Alternaria tenuissima of Fragaria ÌÑ ananassa Duch.	NCBITaxon:119927	Alternaria tenuissima (Kunze	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
338	OOPS:xxxxxxx	Colletotrichum acutatum J.H. Simmonds C. dematium of Fragaria ÌÑ ananassa Duch.	NCBITaxon:27357	Colletotrichum acutatum J.H. Simmonds C. dematium (Pers.) Grove C. gloeosporioides (Penz.) Penz. & Sacc. in Penz. = C. fragariae A.N. Brooks (teleomorph	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
340	OOPS:xxxxxxx	Aspergillus niger Tiegh. of Fragaria ÌÑ ananassa Duch.	NCBITaxon:1451139	Aspergillus niger Tiegh.	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
341	OOPS:xxxxxxx	Cladosporium spp. of Fragaria ÌÑ ananassa Duch.	NCBITaxon:668271	Cladosporium spp.	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
342	OOPS:xxxxxxx	Mucor mucedo P. Mich. ex Saint-Amans of Fragaria ÌÑ ananassa Duch.	NCBITaxon:29922	Mucor mucedo P. Mich. ex Saint-Amans	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
343	OOPS:xxxxxxx	M. hiematis Wehmer Mucor hiematis Wehmer of Fragaria ÌÑ ananassa Duch.	NCBITaxon:1616824	Mucor hiematis Wehmer	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
344	OOPS:xxxxxxx	M. hiemalis Wehmer f. sylvaticus Mucor hiemalis Wehmer f. sylvaticus of Fragaria ÌÑ ananassa Duch.	NCBITaxon:64493	Mucor hiemalis Wehmer f. sylvaticus (Hagen) M.A.A. Schipper	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
345	OOPS:xxxxxxx	M. piriformis E. Fisch. Mucor piriformis E. Fisch. of Fragaria ÌÑ ananassa Duch.	NCBITaxon:105697	Mucor piriformis E. Fisch.	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
346	OOPS:xxxxxxx	Penicillium aurantiogriseum Dierckx of Fragaria ÌÑ ananassa Duch.	NCBITaxon:36655	Penicillium aurantiogriseum Dierckx	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
347	OOPS:xxxxxxx	#NAME? Penicillium cyclopium Westling of Fragaria ÌÑ ananassa Duch.	NCBITaxon:1096705	Penicillium cyclopium Westling	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
348	OOPS:xxxxxxx	P. expansum Link Penicillium expansum Link of Fragaria ÌÑ ananassa Duch.	NCBITaxon:1407458	Penicillium expansum Link	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
349	OOPS:xxxxxxx	P. glabrum Penicillium glabrum of Fragaria ÌÑ ananassa Duch.	NCBITaxon:1096705	Penicillium glabrum (Wehmer) Westling	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
350	OOPS:xxxxxxx	#NAME? Penicillium frequentans Westling of Fragaria ÌÑ ananassa Duch.	NCBITaxon:1096705	Penicillium frequentans Westling	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
352	OOPS:xxxxxxx	Fusarium sambucinum Fuckel of Fragaria ÌÑ ananassa Duch.	NCBITaxon:510258	Fusarium sambucinum Fuckel	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
356	OOPS:xxxxxxx	Peronospora potentillae de Bary of Fragaria ÌÑ ananassa Duch.	NCBITaxon:230369	Peronospora potentillae de Bary	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
357	OOPS:xxxxxxx	Sphaeropsis malorum Beck. of Fragaria ÌÑ ananassa Duch.	NCBITaxon:66737	Sphaeropsis malorum Beck.	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
360	OOPS:xxxxxxx	= Physalospora obtusa of Fragaria ÌÑ ananassa Duch.	NCBITaxon:398385	Physalospora obtusa (Schwein.) Cooke)	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
363	OOPS:xxxxxxx	 Athelia rolfsii of Fragaria ÌÑ ananassa Duch.	NCBITaxon:39291	Athelia rolfsii (Curzi) Tu & Kimbrough	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
364	OOPS:xxxxxxx	#NAME? Corticium rolfsii Curzi of Fragaria ÌÑ ananassa Duch.	NCBITaxon:39180	Corticium rolfsii Curzi	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
365	OOPS:xxxxxxx	Schizoparme straminea Shear of Fragaria ÌÑ ananassa Duch.	NCBITaxon:172187	Schizoparme straminea Shear	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
367	OOPS:xxxxxxx	 Coniella castaneicola of Fragaria ÌÑ ananassa Duch.	NCBITaxon:1425637	Coniella castaneicola (Ellis & Everh.) Sutton	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
368	OOPS:xxxxxxx	#NAME? Pilidiella quercicola of Fragaria ÌÑ ananassa Duch.	NCBITaxon:251304	Pilidiella quercicola (Oudem.) Petr.	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
369	OOPS:xxxxxxx	Pestalotia laurocerasi Westend. of Fragaria ÌÑ ananassa Duch.	NCBITaxon:63205	Pestalotia laurocerasi Westend.	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
370	OOPS:xxxxxxx	P. longisetula Guba Pestalotia longisetula Guba of Fragaria ÌÑ ananassa Duch.	NCBITaxon:63205	Pestalotia longisetula Guba	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
371	OOPS:xxxxxxx	Sclerotinia sclerotiorum of Fragaria ÌÑ ananassa Duch.	NCBITaxon:1095762	Sclerotinia sclerotiorum (Lib.) de Bary	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
372	OOPS:xxxxxxx	Discohainesia oenotherae Discohainesia oen ae of Fragaria ÌÑ ananassa Duch.	NCBITaxon:241711	Discohainesia oen ae (Cooke & Ellis) Nannf.	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
375	OOPS:xxxxxxx	= Patellina fragariae Stevens & Peters.) of Fragaria ÌÑ ananassa Duch.	NCBITaxon:1485185	Patellina fragariae Stevens & Peters.)	NCBITaxon:3746	Fragaria ÌÑ ananassa Duch.	http://purl.obolibrary.org/obo/PO_0009001	fruit
376	OOPS:xxxxxxx	Monilinia fructicola of Prunus avium	NCBITaxon:38448	Monilinia fructicola (G. Wint.) Honey	NCBITaxon:42229	Prunus avium	http://purl.obolibrary.org/obo/PO_0009001	fruit
377	OOPS:xxxxxxx	Monilinia fructicola of Prunus cerasus	NCBITaxon:38448	Monilinia fructicola (G. Wint.) Honey	NCBITaxon:140311	Prunus cerasus	http://purl.obolibrary.org/obo/PO_0009001	fruit
378	OOPS:xxxxxxx	M. laxa Monilinia laxa of Prunus avium	NCBITaxon:61186	Monilinia laxa (Aderhold & Ruhland) Honey	NCBITaxon:42229	Prunus avium	http://purl.obolibrary.org/obo/PO_0009001	fruit
379	OOPS:xxxxxxx	M. laxa Monilinia laxa of Prunus cerasus	NCBITaxon:61186	Monilinia laxa (Aderhold & Ruhland) Honey	NCBITaxon:140311	Prunus cerasus	http://purl.obolibrary.org/obo/PO_0009001	fruit
380	OOPS:xxxxxxx	Sclerotinia sclerotiorum of Prunus avium	NCBITaxon:1095762	Sclerotinia sclerotiorum (Lib.) de Bary	NCBITaxon:42229	Prunus avium	http://purl.obolibrary.org/obo/PO_0009001	fruit
381	OOPS:xxxxxxx	Sclerotinia sclerotiorum of Prunus cerasus	NCBITaxon:1095762	Sclerotinia sclerotiorum (Lib.) de Bary	NCBITaxon:140311	Prunus cerasus	http://purl.obolibrary.org/obo/PO_0009001	fruit
382	OOPS:xxxxxxx	genus Trichovirus, Apple chlorotic leaf spot virus of Prunus avium	NCBITaxon:12175	Apple chlorotic leaf spot virus	NCBITaxon:42229	Prunus avium	http://purl.obolibrary.org/obo/PO_0009001	fruit
383	OOPS:xxxxxxx	genus Trichovirus, Apple chlorotic leaf spot virus of Prunus cerasus	NCBITaxon:12175	Apple chlorotic leaf spot virus	NCBITaxon:140311	Prunus cerasus	http://purl.obolibrary.org/obo/PO_0009001	fruit
386	OOPS:xxxxxxx	genus Ilarvirus, Prunus necrotic ringspot virus of Prunus avium	NCBITaxon:37733	Prunus necrotic ringspot virus	NCBITaxon:42229	Prunus avium	http://purl.obolibrary.org/obo/PO_0009001	fruit
387	OOPS:xxxxxxx	genus Ilarvirus, Prunus necrotic ringspot virus of Prunus cerasus	NCBITaxon:37733	Prunus necrotic ringspot virus	NCBITaxon:140311	Prunus cerasus	http://purl.obolibrary.org/obo/PO_0009001	fruit
388	OOPS:xxxxxxx	Thielaviopsis basicola of Gerbera jamesonii H. Bolus ex J. D. Hook	NCBITaxon:124036	Thielaviopsis basicola (Berk. & Broome) Ferraris	NCBITaxon:13547	Gerbera jamesonii H. Bolus ex J. D. Hook	http://purl.obolibrary.org/obo/PO_0009005	root
389	OOPS:xxxxxxx	Chalara elegans Nag Raj & Kendr. [synanamorph] of Gerbera jamesonii H. Bolus ex J. D. Hook	NCBITaxon:301394	Chalara elegans Nag Raj & Kendr. [synanamorph]	NCBITaxon:13547	Gerbera jamesonii H. Bolus ex J. D. Hook	http://purl.obolibrary.org/obo/PO_0009005	root
390	OOPS:xxxxxxx	Fusarium oxysporum Schlechtend.:Fr. of Gerbera jamesonii H. Bolus ex J. D. Hook	NCBITaxon:909455	Fusarium oxysporum Schlechtend.	NCBITaxon:13547	Gerbera jamesonii H. Bolus ex J. D. Hook	http://purl.obolibrary.org/obo/PO_0009005	root
392	OOPS:xxxxxxx	Phytophthora cryptogea Pethybr. & Lafferty of Gerbera jamesonii H. Bolus ex J. D. Hook	NCBITaxon:4786	Phytophthora cryptogea Pethybr. & Lafferty	NCBITaxon:13547	Gerbera jamesonii H. Bolus ex J. D. Hook	http://purl.obolibrary.org/obo/PO_0009005	root
393	OOPS:xxxxxxx	Phytophthora parasitica Dastur of Gerbera jamesonii H. Bolus ex J. D. Hook	NCBITaxon:1317066	Phytophthora parasitica Dastur	NCBITaxon:13547	Gerbera jamesonii H. Bolus ex J. D. Hook	http://purl.obolibrary.org/obo/PO_0009005	root
394	OOPS:xxxxxxx	Pythium spp. of Gerbera jamesonii H. Bolus ex J. D. Hook	NCBITaxon:944628	Pythium spp.	NCBITaxon:13547	Gerbera jamesonii H. Bolus ex J. D. Hook	http://purl.obolibrary.org/obo/PO_0009005	root
395	OOPS:xxxxxxx	Rhizoctonia solani KÌ_hn of Gerbera jamesonii H. Bolus ex J. D. Hook	NCBITaxon:1498287	Rhizoctonia solani KÌ_hn	NCBITaxon:13547	Gerbera jamesonii H. Bolus ex J. D. Hook	http://purl.obolibrary.org/obo/PO_0009005	root
