defined_class	defined_class label	pathogen	pathogen label	host	host label	plantstructure	plantstructure label	synonyms
PSO:0000184	Spilocaea pomi Fr. Apple scab of Malus × domestica Borkh.	NCBITaxon:155171	Spilocaea pomi Fr.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Spilocaea pomi Fr. Apple scab of Malus × domestica Borkh.|Apple scab
PSO:0000185	Botryosphaeria berengeriana De Not. Apple ring rot and canker of Malus × domestica Borkh.	NCBITaxon:760146	Botryosphaeria berengeriana De Not. (Japan	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Botryosphaeria berengeriana De Not. Apple ring rot and canker of Malus × domestica Borkh.|Apple ring rot and canker
PSO:0000186	Physalospora piricola Nose Apple ring rot and canker of Malus × domestica Borkh.	NCBITaxon:1037296	Physalospora piricola Nose	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Physalospora piricola Nose Apple ring rot and canker of Malus × domestica Borkh.|Apple ring rot and canker
PSO:0000187	Armillaria mellea Armillaria root rot = shoestring root rot of Malus × domestica Borkh.	NCBITaxon:1316738	Armillaria mellea (Vahl	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009005	root	Armillaria mellea Armillaria root rot = shoestring root rot of Malus × domestica Borkh.|Armillaria root rot = shoestring root rot
PSO:0000188	Colletotrichum gloeosporioides Bitter rot of Malus × domestica Borkh.	NCBITaxon:1215364	Colletotrichum gloeosporioides (Penz.) Penz. & Sacc.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Colletotrichum gloeosporioides Bitter rot of Malus × domestica Borkh.|Bitter rot
PSO:0000189	Helminthosporium papulosum Berg. Black pox of Malus × domestica Borkh.	NCBITaxon:58127	Helminthosporium papulosum Berg.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Helminthosporium papulosum Berg. Black pox of Malus × domestica Borkh.|Black pox
PSO:0000190	Xylaria mali Fromme Black root rot of Malus × domestica Borkh.	NCBITaxon:668273	Xylaria mali Fromme	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009005	root	Xylaria mali Fromme Black root rot of Malus × domestica Borkh.|Black root rot
PSO:0000191	Xylaria polymorpha Black root rot of Malus × domestica Borkh.	NCBITaxon:77046	Xylaria polymorpha (Pers.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009005	root	Xylaria polymorpha Black root rot of Malus × domestica Borkh.|Black root rot
PSO:0000192	"Sphaeropsis malorum Berk. [anamorph] Black rot, frogeye leafspot and canker of Malus × domestica Borkh."	NCBITaxon:66737	Sphaeropsis malorum Berk. [anamorph]	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009025	leaf	"Sphaeropsis malorum Berk. [anamorph] Black rot, frogeye leafspot and canker of Malus × domestica Borkh.|Black rot, frogeye leafspot and canker"
PSO:0000193	Biscogniauxia marginata Blister canker = nailhead canker of Malus × domestica Borkh.	NCBITaxon:110534	Biscogniauxia marginata (Fr.) Pouzar	NCBITaxon:3749	Malus × domestica Borkh.	PO:0030121	capitulum inflorescence	Biscogniauxia marginata Blister canker = nailhead canker of Malus × domestica Borkh.|Nummularia discreta Blister canker = nailhead canker of Malus × domestica Borkh.|Blister canker = nailhead canker|Blister canker = nailhead canker
PSO:0000194	Penicillium spp. Blue mold of Malus × domestica Borkh.	NCBITaxon:1096705	Penicillium spp.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Penicillium spp. Blue mold of Malus × domestica Borkh.|Blue mold
PSO:0000195	Penicillium expansum Link Blue mold of Malus × domestica Borkh.	NCBITaxon:1407458	Penicillium expansum Link	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Penicillium expansum Link Blue mold of Malus × domestica Borkh.|Blue mold
PSO:0000196	Mycosphaerella pomi Brooks fruit spot of Malus × domestica Borkh.	NCBITaxon:1303387	Mycosphaerella pomi (Pass.) Lindau	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009001	fruit	Mycosphaerella pomi Brooks fruit spot of Malus × domestica Borkh.|Brooks fruit spot
PSO:0000197	Cylindrosporium pomi C. Brooks [anamorph] Brooks fruit spot of Malus × domestica Borkh.	NCBITaxon:446925	Cylindrosporium pomi C. Brooks [anamorph]	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009001	fruit	Cylindrosporium pomi C. Brooks [anamorph] Brooks fruit spot of Malus × domestica Borkh.|Brooks fruit spot
PSO:0000198	Monilinia laxa Brown rot blossom blight and spur infection* of Malus × domestica Borkh.	NCBITaxon:61186	Monilinia laxa (Aderhold & Ruhland) Honey	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Monilinia laxa Brown rot blossom blight and spur infection* of Malus × domestica Borkh.|Monilinia laxa European brown rot of Malus × domestica Borkh.|Brown rot blossom blight and spur infection*|European brown rot
PSO:0000199	Sclerotinia sclerotiorum Calyx-end rot of Malus × domestica Borkh.	NCBITaxon:1095762	Sclerotinia sclerotiorum (Lib.) de Bary	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009060	calyx	Sclerotinia sclerotiorum Calyx-end rot of Malus × domestica Borkh.|Calyx-end rot
PSO:0000200	Armillaria tabescens Clitocybe root rot of Malus × domestica Borkh.	NCBITaxon:47431	Armillaria tabescens (Scop.) Dennis et al.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009005	root	Armillaria tabescens Clitocybe root rot of Malus × domestica Borkh.|Clitocybe root rot
PSO:0000201	Diaporthe tanakae Kobayashi & Sakuma Diaporthe canker* of Malus × domestica Borkh.	NCBITaxon:1494822	Diaporthe tanakae Kobayashi & Sakuma (Japan)	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Diaporthe tanakae Kobayashi & Sakuma Diaporthe canker* of Malus × domestica Borkh.|Diaporthe canker*
PSO:0000202	Phomopsis tanakae Kobayashi & Sakuma [anamorph] Diaporthe canker* of Malus × domestica Borkh.	NCBITaxon:1494841	Phomopsis tanakae Kobayashi & Sakuma [anamorph]	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Phomopsis tanakae Kobayashi & Sakuma [anamorph] Diaporthe canker* of Malus × domestica Borkh.|Diaporthe canker*
PSO:0000203	Diplodia mutila Diplodia canker of Malus × domestica Borkh.	NCBITaxon:66735	Diplodia mutila (Fr.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Diplodia mutila Diplodia canker of Malus × domestica Borkh.|Diplodia canker
PSO:0000204	Monilinia fructigena Honey in Whetzel European brown rot of Malus × domestica Borkh.	NCBITaxon:38457	Monilinia fructigena Honey in Whetzel	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Monilinia fructigena Honey in Whetzel European brown rot of Malus × domestica Borkh.|European brown rot
PSO:0000205	Monilia fructigena Pers. European brown rot of Malus × domestica Borkh.	NCBITaxon:254394	Monilia fructigena Pers.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Monilia fructigena Pers. European brown rot of Malus × domestica Borkh.|European brown rot
PSO:0000206	Butlerelfia eustacei Weresub & Illman Fisheye rot of Malus × domestica Borkh.	NCBITaxon:56754	Butlerelfia eustacei Weresub & Illman	NCBITaxon:3749	Malus × domestica Borkh.	PO:0025042	subterranean tuber axillary vegetative bud	Butlerelfia eustacei Weresub & Illman Fisheye rot of Malus × domestica Borkh.|Fisheye rot
PSO:0000207	Corticium centrifugum Fisheye rot of Malus × domestica Borkh.	NCBITaxon:39180	Corticium centrifugum (Lév.) Bres.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0025042	subterranean tuber axillary vegetative bud	Corticium centrifugum Fisheye rot of Malus × domestica Borkh.|Fisheye rot
PSO:0000208	Schizothyrium pomi Flyspeck of Malus × domestica Borkh.	NCBITaxon:286617	Schizothyrium pomi (Mont.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Schizothyrium pomi Flyspeck of Malus × domestica Borkh.|Flyspeck
PSO:0000209	Colletotrichum gloeosporioides Glomerella leaf spot of Malus × domestica Borkh.	NCBITaxon:1215364	Colletotrichum gloeosporioides (Penz.) Penz. & Sacc.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009025	leaf	Colletotrichum gloeosporioides Glomerella leaf spot of Malus × domestica Borkh.|Glomerella leaf spot
PSO:0000210	"Botrytis cinerea Pers.Fr. Gray mold rot = dry eye rot, blossom-end rot of Malus × domestica Borkh."	NCBITaxon:1290391	Botrytis cinerea Pers.Fr.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0025042	subterranean tuber axillary vegetative bud	"Botrytis cinerea Pers.Fr. Gray mold rot = dry eye rot, blossom-end rot of Malus × domestica Borkh.|Gray mold rot = dry eye rot, blossom-end rot"
PSO:0000211	Leptosphaeria coniothyrium Leptosphaeria canker and fruit rot of Malus × domestica Borkh.	NCBITaxon:318708	Leptosphaeria coniothyrium (Fuckel) Sacc.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009001	fruit	Leptosphaeria coniothyrium Leptosphaeria canker and fruit rot of Malus × domestica Borkh.|Leptosphaeria canker and fruit rot
PSO:0000212	Coniothyrium fuckelii Sacc. [anamorph] Leptosphaeria canker and fruit rot of Malus × domestica Borkh.	NCBITaxon:754269	Coniothyrium fuckelii Sacc. [anamorph]	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009001	fruit	Coniothyrium fuckelii Sacc. [anamorph] Leptosphaeria canker and fruit rot of Malus × domestica Borkh.|Leptosphaeria canker and fruit rot
PSO:0000213	Cytospora cincta Sacc. [anamorph] Leucostoma canker and dieback of Malus × domestica Borkh.	NCBITaxon:351609	Cytospora cincta Sacc. [anamorph]	NCBITaxon:3749	Malus × domestica Borkh.	PO:0002000	stomatal complex	Cytospora cincta Sacc. [anamorph] Leucostoma canker and dieback of Malus × domestica Borkh.|Cytospora personata Fr. [anamorph] Leucostoma canker and dieback of Malus × domestica Borkh.|Leucostoma canker and dieback|Leucostoma canker and dieback
PSO:0000214	Leucostoma auerswaldii Leucostoma canker and dieback of Malus × domestica Borkh.	NCBITaxon:187236	Leucostoma auerswaldii (Nitschke) Hohn.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0002000	stomatal complex	Leucostoma auerswaldii Leucostoma canker and dieback of Malus × domestica Borkh.|Leucostoma canker and dieback
PSO:0000215	Diplocarpon mali Harada & Sawamura Marssonina blotch* of Malus × domestica Borkh.	NCBITaxon:946123	Diplocarpon mali Harada & Sawamura (Japan	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Diplocarpon mali Harada & Sawamura Marssonina blotch* of Malus × domestica Borkh.|Marssonina blotch*
PSO:0000216	Marssonina coronaria Marssonina blotch* of Malus × domestica Borkh.	NCBITaxon:324777	Marssonina coronaria (Ellis & J. J. Davis)	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Marssonina coronaria Marssonina blotch* of Malus × domestica Borkh.|Marssonina blotch*
PSO:0000217	Alternaria spp. Moldy core and core rot of Malus × domestica Borkh.	NCBITaxon:1551618	Alternaria spp.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009047	stem	Alternaria spp. Moldy core and core rot of Malus × domestica Borkh.|Moldy core and core rot
PSO:0000218	Cladosporium spp. Moldy core and core rot of Malus × domestica Borkh.	NCBITaxon:668271	Cladosporium spp.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009047	stem	Cladosporium spp. Moldy core and core rot of Malus × domestica Borkh.|Moldy core and core rot
PSO:0000219	Coniothyrium sp. Moldy core and core rot of Malus × domestica Borkh.	NCBITaxon:754269	Coniothyrium sp.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009047	stem	Coniothyrium sp. Moldy core and core rot of Malus × domestica Borkh.|Moldy core and core rot
PSO:0000220	Epicoccum spp. Moldy core and core rot of Malus × domestica Borkh.	NCBITaxon:1545429	Epicoccum spp.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009047	stem	Epicoccum spp. Moldy core and core rot of Malus × domestica Borkh.|Moldy core and core rot
PSO:0000221	Pleospora herbarum Moldy core and core rot of Malus × domestica Borkh.	NCBITaxon:119933	Stemphylium vesicarium	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009047	stem	Pleospora herbarum Moldy core and core rot of Malus × domestica Borkh.|Moldy core and core rot
PSO:0000222	Stemphylium spp. Moldy core and core rot of Malus × domestica Borkh.	NCBITaxon:644614	Stemphylium spp.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009047	stem	Stemphylium spp. Moldy core and core rot of Malus × domestica Borkh.|Moldy core and core rot
PSO:0000223	Ulocladium spp. Moldy core and core rot of Malus × domestica Borkh.	NCBITaxon:1528684	Ulocladium spp.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009047	stem	Ulocladium spp. Moldy core and core rot of Malus × domestica Borkh.|Moldy core and core rot
PSO:0000224	Monilinia mali Monilia leaf blight* of Malus × domestica Borkh.	NCBITaxon:254396	Monilinia mali (Takahashi) Whetzel (Japan	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009025	leaf	Monilinia mali Monilia leaf blight* of Malus × domestica Borkh.|Monilia leaf blight*
PSO:0000225	Monilia sp. [anamorph] Monilia leaf blight* of Malus × domestica Borkh.	NCBITaxon:254394	Monilia sp. [anamorph]	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009025	leaf	Monilia sp. [anamorph] Monilia leaf blight* of Malus × domestica Borkh.|Monilia leaf blight*
PSO:0000226	Seiridium unicorne Monochaetia twig canker of Malus × domestica Borkh.	NCBITaxon:138063	Seiridium unicorne (Cooke & Ellis) Sutton	NCBITaxon:3749	Malus × domestica Borkh.	PO:0025073	branch	Seiridium unicorne Monochaetia twig canker of Malus × domestica Borkh.|Monochaetia twig canker
PSO:0000227	Lepteutypa cupressi Monochaetia twig canker of Malus × domestica Borkh.	NCBITaxon:63196	Lepteutypa cupressi (Nattras et al.) H. J. Swart [teleomorph]	NCBITaxon:3749	Malus × domestica Borkh.	PO:0025073	branch	Lepteutypa cupressi Monochaetia twig canker of Malus × domestica Borkh.|Monochaetia twig canker
PSO:0000228	Mucor spp. Mucor rot of Malus × domestica Borkh.	NCBITaxon:1616824	Mucor spp.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Mucor spp. Mucor rot of Malus × domestica Borkh.|Mucor rot
PSO:0000229	Mucor piriformis E. Fischer Mucor rot of Malus × domestica Borkh.	NCBITaxon:105697	Mucor piriformis E. Fischer	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Mucor piriformis E. Fischer Mucor rot of Malus × domestica Borkh.|Mucor rot
PSO:0000230	Cylindrocarpon heteronemum Nectria canker of Malus × domestica Borkh.	NCBITaxon:1255150	Cylindrocarpon heteronemum (Berk. & Broome)	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Cylindrocarpon heteronemum Nectria canker of Malus × domestica Borkh.|Nectria canker
PSO:0000231	Nectria cinnabarina Nectria twig blight = coral spot of Malus × domestica Borkh.	NCBITaxon:29855	Nectria cinnabarina (Tode	NCBITaxon:3749	Malus × domestica Borkh.	PO:0025073	branch	Nectria cinnabarina Nectria twig blight = coral spot of Malus × domestica Borkh.|Nectria twig blight = coral spot
PSO:0000232	Tubercularia vulgaris Tode Nectria twig blight = coral spot of Malus × domestica Borkh.	NCBITaxon:29876	Tubercularia vulgaris Tode	NCBITaxon:3749	Malus × domestica Borkh.	PO:0025073	branch	Tubercularia vulgaris Tode Nectria twig blight = coral spot of Malus × domestica Borkh.|Nectria twig blight = coral spot
PSO:0000233	Peniophora sacrata G. H. Cunn. Peniophora root canker* of Malus × domestica Borkh.	NCBITaxon:1379290	Peniophora sacrata G. H. Cunn.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009005	root	Peniophora sacrata G. H. Cunn. Peniophora root canker* of Malus × domestica Borkh.|Peniophora root canker*
PSO:0000234	Cryptosporiopsis perennans Perennial canker of Malus × domestica Borkh.	NCBITaxon:944494	Cryptosporiopsis perennans (Zeller & Childs)	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Cryptosporiopsis perennans Perennial canker of Malus × domestica Borkh.|Perennial canker
PSO:0000235	"Phomopsis mali Roberts Phomopsis canker, fruit decay and rough bark of Malus × domestica Borkh."	NCBITaxon:1494841	Phomopsis mali Roberts	NCBITaxon:3749	Malus × domestica Borkh.	PO:0004518	bark	"Phomopsis mali Roberts Phomopsis canker, fruit decay and rough bark of Malus × domestica Borkh.|Phomopsis canker, fruit decay and rough bark"
PSO:0000236	"Diaporthe perniciosa Em. Marchal [teleomorph] Phomopsis canker, fruit decay and rough bark of Malus × domestica Borkh."	NCBITaxon:83183	Diaporthe perniciosa Em. Marchal [teleomorph]	NCBITaxon:3749	Malus × domestica Borkh.	PO:0004518	bark	"Diaporthe perniciosa Em. Marchal [teleomorph] Phomopsis canker, fruit decay and rough bark of Malus × domestica Borkh.|Phomopsis canker, fruit decay and rough bark"
PSO:0000237	Phymatotrichopsis omnivora Phymatotrichum root rot = cotton root rot of Malus × domestica Borkh.	NCBITaxon:231936	Phymatotrichopsis omnivora (Duggar) Hennebert	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009005	root	Phymatotrichopsis omnivora Phymatotrichum root rot = cotton root rot of Malus × domestica Borkh.|Phymatotrichum root rot = cotton root rot
PSO:0000238	"Phytophthora spp. Phytophthora crown, collar and root rot = sprinkler rot of Malus × domestica Borkh."	NCBITaxon:910611	Phytophthora spp.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009005	root	"Phytophthora spp. Phytophthora crown, collar and root rot = sprinkler rot of Malus × domestica Borkh.|Phytophthora megasperma Drechs. Phytophthora crown, collar and root rot = sprinkler rot of Malus × domestica Borkh.|Phytophthora crown, collar and root rot = sprinkler rot|Phytophthora crown, collar and root rot = sprinkler rot"
PSO:0000239	"Phytophthora cactorum Phytophthora crown, collar and root rot = sprinkler rot of Malus × domestica Borkh."	NCBITaxon:29920	Phytophthora cactorum (Lebert & Cohn) J. Schröt.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009005	root	"Phytophthora cactorum Phytophthora crown, collar and root rot = sprinkler rot of Malus × domestica Borkh.|Phytophthora crown, collar and root rot = sprinkler rot"
PSO:0000240	"Phytophthora cambivora Phytophthora crown, collar and root rot = sprinkler rot of Malus × domestica Borkh."	NCBITaxon:53983	Phytophthora cambivora (Petr.) Buisman	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009005	root	"Phytophthora cambivora Phytophthora crown, collar and root rot = sprinkler rot of Malus × domestica Borkh.|Phytophthora crown, collar and root rot = sprinkler rot"
PSO:0000241	"Phytophthora cryptogea Pethybr. & Lafferty Phytophthora crown, collar and root rot = sprinkler rot of Malus × domestica Borkh."	NCBITaxon:4786	Phytophthora cryptogea Pethybr. & Lafferty	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009005	root	"Phytophthora cryptogea Pethybr. & Lafferty Phytophthora crown, collar and root rot = sprinkler rot of Malus × domestica Borkh.|Phytophthora crown, collar and root rot = sprinkler rot"
PSO:0000242	"Phytophthora syringae Phytophthora crown, collar and root rot = sprinkler rot of Malus × domestica Borkh."	NCBITaxon:67594	Phytophthora syringae (Kleb.) Kleb.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009005	root	"Phytophthora syringae Phytophthora crown, collar and root rot = sprinkler rot of Malus × domestica Borkh.|Phytophthora crown, collar and root rot = sprinkler rot"
PSO:0000243	Phytophthora cactorum Phytophthora fruit rot of Malus × domestica Borkh.	NCBITaxon:29920	Phytophthora cactorum (Lebert & Cohn) J. Schrot.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009001	fruit	Phytophthora cactorum Phytophthora fruit rot of Malus × domestica Borkh.|Phytophthora fruit rot
PSO:0000244	Phytophthora syringae Phytophthora fruit rot of Malus × domestica Borkh.	NCBITaxon:67594	Phytophthora syringae (Kleb.) Kleb.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009001	fruit	Phytophthora syringae Phytophthora fruit rot of Malus × domestica Borkh.|Phytophthora fruit rot
PSO:0000245	Trichothecium roseum Pink mold rot of Malus × domestica Borkh.	NCBITaxon:47278	Trichothecium roseum (Pers.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Trichothecium roseum Pink mold rot of Malus × domestica Borkh.|Pink mold rot
PSO:0000246	Podosphaera leucotricha Powdery mildew of Malus × domestica Borkh.	NCBITaxon:79249	Podosphaera leucotricha (Ellis & Everh.) E. S. Salmon	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Podosphaera leucotricha Powdery mildew of Malus × domestica Borkh.|Powdery mildew
PSO:0000247	Rosellinia necatrix Prill. Rosellinia root rot = Dematophora root rot of Malus × domestica Borkh.	NCBITaxon:77044	Rosellinia necatrix Prill.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009005	root	Rosellinia necatrix Prill. Rosellinia root rot = Dematophora root rot of Malus × domestica Borkh.|Rosellinia root rot = Dematophora root rot
PSO:0000248	Gymnosporangium globosum American hawthorne rust of Malus × domestica Borkh.	NCBITaxon:1086058	Gymnosporangium globosum (Farl.) Farl.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0025172	thorn	Gymnosporangium globosum American hawthorne rust of Malus × domestica Borkh.|American hawthorne rust
PSO:0000249	Gymnosporangium juniperi-virginianae Schwein Cedar apple rust of Malus × domestica Borkh.	NCBITaxon:198655	Gymnosporangium juniperi-virginianae Schwein	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Gymnosporangium juniperi-virginianae Schwein Cedar apple rust of Malus × domestica Borkh.|Cedar apple rust
PSO:0000250	Gymnosporangium yamadae Miyabe ex Yamada Japanese apple rust* of Malus × domestica Borkh.	NCBITaxon:5265	Gymnosporangium yamadae Miyabe ex Yamada (Asia)	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Gymnosporangium yamadae Miyabe ex Yamada Japanese apple rust* of Malus × domestica Borkh.|Japanese apple rust*
PSO:0000251	Gymnosporangium libocedri Pacific Coast pear rust of Malus × domestica Borkh.	NCBITaxon:5265	Gymnosporangium libocedri (C. Henn.) F. Kern	NCBITaxon:3749	Malus × domestica Borkh.	PO:0020136	ear inflorescence	Gymnosporangium libocedri Pacific Coast pear rust of Malus × domestica Borkh.|Pacific Coast pear rust
PSO:0000252	Gymnosporangium clavipes Quince rust of Malus × domestica Borkh.	NCBITaxon:45217	Gymnosporangium clavipes (Cooke & Peck) Cooke & Peck in Peck	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Gymnosporangium clavipes Quince rust of Malus × domestica Borkh.|Quince rust
PSO:0000253	Phialophora malorum Side rot of Malus × domestica Borkh.	NCBITaxon:441973	Phialophora malorum (M. N. Kidd & A. Beaumont) McColloch	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Phialophora malorum Side rot of Malus × domestica Borkh.|Side rot
PSO:0000254	Chondrostereum purpureum Silver leaf of Malus × domestica Borkh.	NCBITaxon:58369	Chondrostereum purpureum (Pers.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009025	leaf	Chondrostereum purpureum Silver leaf of Malus × domestica Borkh.|Silver leaf
PSO:0000255	Peltaster fructicola Sooty blotch complex of Malus × domestica Borkh.	NCBITaxon:286661	Peltaster fructicola (Johnson	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Peltaster fructicola Sooty blotch complex of Malus × domestica Borkh.|Sooty blotch complex
PSO:0000256	Geastrumia polystigmatis Batista & M. L. Farr Sooty blotch complex of Malus × domestica Borkh.	NCBITaxon:561286	Geastrumia polystigmatis Batista & M. L. Farr	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Geastrumia polystigmatis Batista & M. L. Farr Sooty blotch complex of Malus × domestica Borkh.|Sooty blotch complex
PSO:0000257	Leptodontium elatius Sooty blotch complex of Malus × domestica Borkh.	NCBITaxon:187858	Leptodontium elatius (G. Mangenot) De Hoog	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Leptodontium elatius Sooty blotch complex of Malus × domestica Borkh.|Sooty blotch complex
PSO:0000258	Athelia rolfsii Southern blight of Malus × domestica Borkh.	NCBITaxon:39291	Athelia rolfsii (Curzi) Tu & Kimbrough [teleomorph]	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Athelia rolfsii Southern blight of Malus × domestica Borkh.|Southern blight
PSO:0000259	Corticium stevensii Burt Thread blight = Hypochnus leaf blight of Malus × domestica Borkh.	NCBITaxon:39180	Corticium stevensii Burt	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009025	leaf	Corticium stevensii Burt Thread blight = Hypochnus leaf blight of Malus × domestica Borkh.|Thread blight = Hypochnus leaf blight
PSO:0000260	Valsa ceratosperma Valsa canker* of Malus × domestica Borkh.	NCBITaxon:1928361	Cytospora ceratosperma	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Valsa ceratosperma Valsa canker* of Malus × domestica Borkh.|Valsa canker*
PSO:0000261	Cytospora sacculus Valsa canker* of Malus × domestica Borkh.	NCBITaxon:351609	Cytospora sacculus (Schwein.) Gvritischvili [anamorph]	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Cytospora sacculus Valsa canker* of Malus × domestica Borkh.|Valsa canker*
PSO:0000262	Helicobasidium mompa Tanaka Violet root rot* of Malus × domestica Borkh.	NCBITaxon:233049	Helicobasidium mompa Tanaka (Japan	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009005	root	Helicobasidium mompa Tanaka Violet root rot* of Malus × domestica Borkh.|Violet root rot*
PSO:0000263	Scytinostroma galactinum White root rot of Malus × domestica Borkh.	NCBITaxon:194997	Scytinostroma galactinum (Fr.) Donk	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009005	root	Scytinostroma galactinum White root rot of Malus × domestica Borkh.|White root rot
PSO:0000264	Corticium galactinum White root rot of Malus × domestica Borkh.	NCBITaxon:39180	Corticium galactinum (Fr.) Burt	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009005	root	Corticium galactinum White root rot of Malus × domestica Borkh.|White root rot
PSO:0000265	Botryosphaeria dothidea White rot of Malus × domestica Borkh.	NCBITaxon:55169	Botryosphaeria dothidea (Moug.) Ces. & De Not.	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Botryosphaeria dothidea White rot of Malus × domestica Borkh.|White rot
PSO:0000266	Fusicoccum aesculi Corda [anamorph] White rot of Malus × domestica Borkh.	NCBITaxon:83176	Fusicoccum aesculi Corda [anamorph]	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Fusicoccum aesculi Corda [anamorph] White rot of Malus × domestica Borkh.|White rot
PSO:0000267	Nigrospora oryzae X-spot = Nigrospora spot of Malus × domestica Borkh.	NCBITaxon:335854	Nigrospora oryzae (Berk. & Broome) Petch	NCBITaxon:3749	Malus × domestica Borkh.	PO:0000003	whole plant	Nigrospora oryzae X-spot = Nigrospora spot of Malus × domestica Borkh.|X-spot = Nigrospora spot
PSO:0000268	Cristulariella moricola Zonate leaf spot* of Malus × domestica Borkh.	NCBITaxon:38449	Cristulariella moricola (Hino) Redhead (Japan)	NCBITaxon:3749	Malus × domestica Borkh.	PO:0009025	leaf	Cristulariella moricola Zonate leaf spot* of Malus × domestica Borkh.|Zonate leaf spot*
