defined_class	defined_class label	pathogen	pathogen label	host	host label	plantstructure	plantstructure label	synonyms
PSO:0002588	Pseudomonas marginalis Bacterial soft rots of Allium sativum	NCBITaxon:1198317	Pseudomonas marginalis (Brown) Stevens	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Pseudomonas marginalis Bacterial soft rots of Allium sativum|Bacterial soft rots
PSO:0002589	Pantoea allii Brady Center rot of Allium cepa	NCBITaxon:574096	Pantoea allii Brady	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Pantoea allii Brady Center rot of Allium cepa|Center rot
PSO:0002590	Pantoea allii Brady Center rot of Allium sativum	NCBITaxon:574096	Pantoea allii Brady	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Pantoea allii Brady Center rot of Allium sativum|Center rot
PSO:0002591	Pantoea ananatis Center rot of Allium cepa	NCBITaxon:1378092	Pantoea ananatis (Serrano) Mergaert et al. (syn. Erwinia ananatis Serrano)	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Pantoea ananatis Center rot of Allium cepa|Center rot
PSO:0002592	Pantoea ananatis Center rot of Allium sativum	NCBITaxon:1378092	Pantoea ananatis (Serrano) Mergaert et al. (syn. Erwinia ananatis Serrano)	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Pantoea ananatis Center rot of Allium sativum|Center rot
PSO:0002593	Enterobacter cloacae Enterobacter bulb decay of Allium cepa	NCBITaxon:1400148	Enterobacter cloacae (Jordan) Hormaeche & Edwards	NCBITaxon:4679	Allium cepa	PO:0025356	bulb	Enterobacter cloacae Enterobacter bulb decay of Allium cepa|Enterobacter bulb decay
PSO:0002594	Enterobacter cloacae Enterobacter bulb decay of Allium sativum	NCBITaxon:1400148	Enterobacter cloacae (Jordan) Hormaeche & Edwards	NCBITaxon:4682	Allium sativum	PO:0025356	bulb	Enterobacter cloacae Enterobacter bulb decay of Allium sativum|Enterobacter bulb decay
PSO:0002595	Burkholderia gladioli pv. allicola Slippery skin of Allium cepa	NCBITaxon:999541	Burkholderia gladioli pv. allicola (Burkholder) Young et al. (syn. Pseudomonas gladioli pv. alliicola [Burkholder] Young et al.)	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Burkholderia gladioli pv. allicola Slippery skin of Allium cepa|Slippery skin
PSO:0002596	Burkholderia gladioli pv. allicola Slippery skin of Allium sativum	NCBITaxon:999541	Burkholderia gladioli pv. allicola (Burkholder) Young et al. (syn. Pseudomonas gladioli pv. alliicola [Burkholder] Young et al.)	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Burkholderia gladioli pv. allicola Slippery skin of Allium sativum|Slippery skin
PSO:0002597	Burkholderia cepacia Sour skin of Allium cepa	NCBITaxon:1395570	Burkholderia cepacia (Palleroni & Holmes) Yabuuchi et al. (syn. Pseudomonas cepacia [ex Burkholder] Palleroni & Holmes)	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Burkholderia cepacia Sour skin of Allium cepa|Sour skin
PSO:0002598	Burkholderia cepacia Sour skin of Allium sativum	NCBITaxon:1395570	Burkholderia cepacia (Palleroni & Holmes) Yabuuchi et al. (syn. Pseudomonas cepacia [ex Burkholder] Palleroni & Holmes)	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Burkholderia cepacia Sour skin of Allium sativum|Sour skin
PSO:0002599	Xanthomonas axonopodis pv. allii Xanthomonas leaf blight of Allium cepa	NCBITaxon:190486	Xanthomonas axonopodis pv. allii (Dowson) Roumagnac et al. (syn. Xanthomonas campestris pv. allii [Kadota et al.] Roumagnac et al.)	NCBITaxon:4679	Allium cepa	PO:0025034	leaf	Xanthomonas axonopodis pv. allii Xanthomonas leaf blight of Allium cepa|Xanthomonas leaf blight
PSO:0002600	Xanthomonas axonopodis pv. allii Xanthomonas leaf blight of Allium sativum	NCBITaxon:190486	Xanthomonas axonopodis pv. allii (Dowson) Roumagnac et al. (syn. Xanthomonas campestris pv. allii [Kadota et al.] Roumagnac et al.)	NCBITaxon:4682	Allium sativum	PO:0025034	leaf	Xanthomonas axonopodis pv. allii Xanthomonas leaf blight of Allium sativum|Xanthomonas leaf blight
PSO:0002601	Colletotrichum coccodes Anthracnose of Allium cepa	NCBITaxon:27358	Colletotrichum coccodes (Wallr.) S. Hughes	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Colletotrichum coccodes Anthracnose of Allium cepa|Anthracnose
PSO:0002602	Colletotrichum coccodes Anthracnose of Allium sativum	NCBITaxon:27358	Colletotrichum coccodes (Wallr.) S. Hughes	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Colletotrichum coccodes Anthracnose of Allium sativum|Anthracnose
PSO:0002603	Aspergillus niger Tiegh. Black mold of Allium cepa	NCBITaxon:1451139	Aspergillus niger Tiegh.	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Aspergillus niger Tiegh. Black mold of Allium cepa|Black mold
PSO:0002604	Aspergillus niger Tiegh. Black mold of Allium sativum	NCBITaxon:1451139	Aspergillus niger Tiegh.	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Aspergillus niger Tiegh. Black mold of Allium sativum|Black mold
PSO:0002605	Penicillium aurantiogriseum Dierckx Blue mold of Allium cepa	NCBITaxon:36655	Penicillium aurantiogriseum Dierckx (syn. P. cyclopium Westling)	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Penicillium aurantiogriseum Dierckx Blue mold of Allium cepa|Blue mold
PSO:0002606	Penicillium aurantiogriseum Dierckx Blue mold of Allium sativum	NCBITaxon:36655	Penicillium aurantiogriseum Dierckx (syn. P. cyclopium Westling)	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Penicillium aurantiogriseum Dierckx Blue mold of Allium sativum|Blue mold
PSO:0002607	Penicillium citrinum Thom Blue mold of Allium cepa	NCBITaxon:5077	Penicillium citrinum Thom	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Penicillium citrinum Thom Blue mold of Allium cepa|Blue mold
PSO:0002608	Penicillium citrinum Thom Blue mold of Allium sativum	NCBITaxon:5077	Penicillium citrinum Thom	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Penicillium citrinum Thom Blue mold of Allium sativum|Blue mold
PSO:0002609	Penicillium digitatum Blue mold of Allium cepa	NCBITaxon:1096705	Penicillium digitatum (Pers.	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Penicillium digitatum Blue mold of Allium cepa|Blue mold
PSO:0002610	Botrytis cinerea Pers. Botrytis brown stain of Allium cepa	NCBITaxon:1290391	Botrytis cinerea Pers.	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Botrytis cinerea Pers. Botrytis brown stain of Allium cepa|Botrytis brown stain
PSO:0002611	Botrytis cinerea Pers. Botrytis brown stain of Allium sativum	NCBITaxon:1290391	Botrytis cinerea Pers.	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Botrytis cinerea Pers. Botrytis brown stain of Allium sativum|Botrytis brown stain
PSO:0002612	Botrytis porri Buchw. Botrytis rot of garlic of Allium cepa	NCBITaxon:33196	Botrytis porri Buchw. (syn. Botryotinia porri [van Beyma Thoe Kingma) Whetzel)	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Botrytis porri Buchw. Botrytis rot of garlic of Allium cepa|Botrytis rot of garlic
PSO:0002613	Botrytis porri Buchw. Botrytis rot of garlic of Allium sativum	NCBITaxon:33196	Botrytis porri Buchw. (syn. Botryotinia porri [van Beyma Thoe Kingma) Whetzel)	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Botrytis porri Buchw. Botrytis rot of garlic of Allium sativum|Botrytis rot of garlic
PSO:0002614	Cercospora duddiae Welles Cercospora leaf spot of Allium cepa	NCBITaxon:1247214	Cercospora duddiae Welles	NCBITaxon:4679	Allium cepa	PO:0025034	leaf	Cercospora duddiae Welles Cercospora leaf spot of Allium cepa|Cercospora leaf spot
PSO:0002615	Cercospora duddiae Welles Cercospora leaf spot of Allium sativum	NCBITaxon:1247214	Cercospora duddiae Welles	NCBITaxon:4682	Allium sativum	PO:0025034	leaf	Cercospora duddiae Welles Cercospora leaf spot of Allium sativum|Cercospora leaf spot
PSO:0002616	Macrophomina phaseolina Charcoal rot of Allium cepa	NCBITaxon:1126212	Macrophomina phaseolina (Tassi) Goid. (syn. Sclerotium bataticola Taubenh.)	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Macrophomina phaseolina Charcoal rot of Allium cepa|Charcoal rot
PSO:0002617	Macrophomina phaseolina Charcoal rot of Allium sativum	NCBITaxon:1126212	Macrophomina phaseolina (Tassi) Goid. (syn. Sclerotium bataticola Taubenh.)	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Macrophomina phaseolina Charcoal rot of Allium sativum|Charcoal rot
PSO:0002618	Lasiodiplodia theobromae Diplodia stain of Allium cepa	NCBITaxon:45133	Lasiodiplodia theobromae (Pat.) Griffon & Maubl. (syns. Botryodiplodia theobromae Pat.	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Lasiodiplodia theobromae Diplodia stain of Allium cepa|Diplodia stain
PSO:0002619	Lasiodiplodia theobromae Diplodia stain of Allium sativum	NCBITaxon:45133	Lasiodiplodia theobromae (Pat.) Griffon & Maubl. (syns. Botryodiplodia theobromae Pat.	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Lasiodiplodia theobromae Diplodia stain of Allium sativum|Diplodia stain
PSO:0002620	Peronospora destructor Downy mildew of Allium cepa	NCBITaxon:86335	Peronospora destructor (Berk.) Casp. ex Berk.	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Peronospora destructor Downy mildew of Allium cepa|Downy mildew
PSO:0002621	Peronospora destructor Downy mildew of Allium sativum	NCBITaxon:86335	Peronospora destructor (Berk.) Casp. ex Berk.	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Peronospora destructor Downy mildew of Allium sativum|Downy mildew
PSO:0002622	Alternaria embellisia Woudenb. & Crous Embellisia skin blotch and bulb canker of garlic of Allium cepa	NCBITaxon:1551618	Alternaria embellisia Woudenb. & Crous (syns. Embellisia allii [Campan.] E. G. Simmons	NCBITaxon:4679	Allium cepa	PO:0025356	bulb	Alternaria embellisia Woudenb. & Crous Embellisia skin blotch and bulb canker of garlic of Allium cepa|Embellisia skin blotch and bulb canker of garlic
PSO:0002623	Helminthosporium allii Campan.) Embellisia skin blotch and bulb canker of garlic of Allium cepa	NCBITaxon:58127	Helminthosporium allii Campan.)	NCBITaxon:4679	Allium cepa	PO:0025356	bulb	Helminthosporium allii Campan.) Embellisia skin blotch and bulb canker of garlic of Allium cepa|Embellisia skin blotch and bulb canker of garlic
PSO:0002624	Alternaria embellisia Woudenb. & Crous Embellisia skin blotch and bulb canker of garlic of Allium sativum	NCBITaxon:1551618	Alternaria embellisia Woudenb. & Crous (syns. Embellisia allii [Campan.] E. G. Simmons	NCBITaxon:4682	Allium sativum	PO:0025356	bulb	Alternaria embellisia Woudenb. & Crous Embellisia skin blotch and bulb canker of garlic of Allium sativum|Embellisia skin blotch and bulb canker of garlic
PSO:0002625	Helminthosporium allii Campan.) Embellisia skin blotch and bulb canker of garlic of Allium sativum	NCBITaxon:58127	Helminthosporium allii Campan.)	NCBITaxon:4682	Allium sativum	PO:0025356	bulb	Helminthosporium allii Campan.) Embellisia skin blotch and bulb canker of garlic of Allium sativum|Embellisia skin blotch and bulb canker of garlic
PSO:0002626	Botrytis aclada Fresen. Flower and capsule blight of Allium cepa	NCBITaxon:139639	Botrytis aclada Fresen. (syn. Botrytis allii Munn)	NCBITaxon:4679	Allium cepa	PO:0009046	flower	Botrytis aclada Fresen. Flower and capsule blight of Allium cepa|Flower and capsule blight
PSO:0002627	Botrytis aclada Fresen. Flower and capsule blight of Allium sativum	NCBITaxon:139639	Botrytis aclada Fresen. (syn. Botrytis allii Munn)	NCBITaxon:4682	Allium sativum	PO:0009046	flower	Botrytis aclada Fresen. Flower and capsule blight of Allium sativum|Flower and capsule blight
PSO:0002628	Botrytis cinerea Pers. Flower and capsule blight of Allium cepa	NCBITaxon:1290391	Botrytis cinerea Pers.	NCBITaxon:4679	Allium cepa	PO:0009046	flower	Botrytis cinerea Pers. Flower and capsule blight of Allium cepa|Flower and capsule blight
PSO:0002629	Botrytis cinerea Pers. Flower and capsule blight of Allium sativum	NCBITaxon:1290391	Botrytis cinerea Pers.	NCBITaxon:4682	Allium sativum	PO:0009046	flower	Botrytis cinerea Pers. Flower and capsule blight of Allium sativum|Flower and capsule blight
PSO:0002630	Fusarium oxysporum f. sp. cepae Fusarium basal rot of Allium cepa	NCBITaxon:909455	Fusarium oxysporum f. sp. cepae (H. N. Hansen) W. C. Snyder & H. N. Hansen	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Fusarium oxysporum f. sp. cepae Fusarium basal rot of Allium cepa|Fusarium oxysporum f. sp. cepae Fusarium damping-off of Allium cepa|Fusarium basal rot|Fusarium damping-off
PSO:0002631	Fusarium oxysporum f. sp. cepae Fusarium basal rot of Allium sativum	NCBITaxon:909455	Fusarium oxysporum f. sp. cepae (H. N. Hansen) W. C. Snyder & H. N. Hansen	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Fusarium oxysporum f. sp. cepae Fusarium basal rot of Allium sativum|Fusarium oxysporum f. sp. cepae Fusarium damping-off of Allium sativum|Fusarium basal rot|Fusarium damping-off
PSO:0002632	Fusarium culmorum Fusarium basal rot of garlic of Allium cepa	NCBITaxon:1318462	Fusarium culmorum (Wm. G. Sm.) Sacc. (syns. F. roseum Lk. Emend Snyd. & Hans. ‘Culmorum’	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Fusarium culmorum Fusarium basal rot of garlic of Allium cepa|Fusarium basal rot of garlic
PSO:0002633	Fusarium roseum var. culmorum [Schwabe] Snyd. & Hans.) Fusarium basal rot of garlic of Allium cepa	NCBITaxon:510258	Fusarium roseum var. culmorum [Schwabe] Snyd. & Hans.)	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Fusarium roseum var. culmorum [Schwabe] Snyd. & Hans.) Fusarium basal rot of garlic of Allium cepa|Fusarium equiseti Fusarium damping-off of Allium cepa|Fusarium basal rot of garlic|Fusarium damping-off
PSO:0002634	Fusarium culmorum Fusarium basal rot of garlic of Allium sativum	NCBITaxon:1318462	Fusarium culmorum (Wm. G. Sm.) Sacc. (syns. F. roseum Lk. Emend Snyd. & Hans. ‘Culmorum’	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Fusarium culmorum Fusarium basal rot of garlic of Allium sativum|Fusarium basal rot of garlic
PSO:0002635	Fusarium roseum var. culmorum [Schwabe] Snyd. & Hans.) Fusarium basal rot of garlic of Allium sativum	NCBITaxon:510258	Fusarium roseum var. culmorum [Schwabe] Snyd. & Hans.)	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Fusarium roseum var. culmorum [Schwabe] Snyd. & Hans.) Fusarium basal rot of garlic of Allium sativum|Fusarium equiseti Fusarium damping-off of Allium sativum|Fusarium basal rot of garlic|Fusarium damping-off
PSO:0002636	Fusarium proliferatum Fusarium bulb rot of onion and garlic of Allium cepa	NCBITaxon:1227346	Fusarium proliferatum (Matsush.) Nirenberg ex Gerlach & Nirenberg	NCBITaxon:4679	Allium cepa	PO:0025356	bulb	Fusarium proliferatum Fusarium bulb rot of onion and garlic of Allium cepa|Fusarium bulb rot of onion and garlic
PSO:0002637	Fusarium proliferatum Fusarium bulb rot of onion and garlic of Allium sativum	NCBITaxon:1227346	Fusarium proliferatum (Matsush.) Nirenberg ex Gerlach & Nirenberg	NCBITaxon:4682	Allium sativum	PO:0025356	bulb	Fusarium proliferatum Fusarium bulb rot of onion and garlic of Allium sativum|Fusarium bulb rot of onion and garlic
PSO:0002638	Fusarium proliferatum Fusarium damping-off of Allium cepa	NCBITaxon:1227346	Fusarium proliferatum (Matsush.) Nirenberg ex Gerlach & Nirenberg (syn. Cephalosporium proliferatum Matsushima)	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Fusarium proliferatum Fusarium damping-off of Allium cepa|Fusarium damping-off
PSO:0002639	Fusarium proliferatum Fusarium damping-off of Allium sativum	NCBITaxon:1227346	Fusarium proliferatum (Matsush.) Nirenberg ex Gerlach & Nirenberg (syn. Cephalosporium proliferatum Matsushima)	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Fusarium proliferatum Fusarium damping-off of Allium sativum|Fusarium damping-off
PSO:0002640	Fusarium solani Fusarium damping-off of Allium cepa	NCBITaxon:1501798	Fusarium solani (Mart.) Sacc.	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Fusarium solani Fusarium damping-off of Allium cepa|Fusarium damping-off
PSO:0002641	Fusarium solani Fusarium damping-off of Allium sativum	NCBITaxon:1501798	Fusarium solani (Mart.) Sacc.	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Fusarium solani Fusarium damping-off of Allium sativum|Fusarium damping-off
PSO:0002642	Fusarium subglutinans Fusarium damping-off of Allium cepa	NCBITaxon:42677	Fusarium subglutinans (Wollenw. & Reinking) Nelson	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Fusarium subglutinans Fusarium damping-off of Allium cepa|Fusarium damping-off
PSO:0002643	Cladosporium allii-cepae Leaf blotch of Allium cepa	NCBITaxon:668271	Cladosporium allii-cepae (Ranoj.) M. B. Ellis (syn. Mycosphaerella allii-cepae Jordan et al.)	NCBITaxon:4679	Allium cepa	PO:0025034	leaf	Cladosporium allii-cepae Leaf blotch of Allium cepa|Leaf blotch
PSO:0002644	Cladosporium allii-cepae Leaf blotch of Allium sativum	NCBITaxon:668271	Cladosporium allii-cepae (Ranoj.) M. B. Ellis (syn. Mycosphaerella allii-cepae Jordan et al.)	NCBITaxon:4682	Allium sativum	PO:0025034	leaf	Cladosporium allii-cepae Leaf blotch of Allium sativum|Leaf blotch
PSO:0002645	Rhizopus microsporus Tiegh Mushy rot of Allium cepa	NCBITaxon:1357678	Rhizopus microsporus Tiegh	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Rhizopus microsporus Tiegh Mushy rot of Allium cepa|Mushy rot
PSO:0002646	Rhizopus microsporus Tiegh Mushy rot of Allium sativum	NCBITaxon:1357678	Rhizopus microsporus Tiegh	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Rhizopus microsporus Tiegh Mushy rot of Allium sativum|Mushy rot
PSO:0002647	Rhizopus stolonifer Mushy rot of Allium cepa	NCBITaxon:1274793	Rhizopus stolonifer (Ehrenb.	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Rhizopus stolonifer Mushy rot of Allium cepa|Mushy rot
PSO:0002648	Botrytis byssoidea J. C. Walker Mycelial neck rot of Allium cepa	NCBITaxon:139641	Botrytis byssoidea J. C. Walker (syn. Botryotinia allii [Sawada] W. Yamamoto)	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Botrytis byssoidea J. C. Walker Mycelial neck rot of Allium cepa|Mycelial neck rot
PSO:0002649	Botrytis byssoidea J. C. Walker Mycelial neck rot of Allium sativum	NCBITaxon:139641	Botrytis byssoidea J. C. Walker (syn. Botryotinia allii [Sawada] W. Yamamoto)	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Botrytis byssoidea J. C. Walker Mycelial neck rot of Allium sativum|Mycelial neck rot
PSO:0002650	Botrytis aclada Fresen. Neck rot of Allium cepa	NCBITaxon:139639	Botrytis aclada Fresen. (syn. B. allii Munn)	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Botrytis aclada Fresen. Neck rot of Allium cepa|Botrytis aclada Fresen. Soil-line rot of Allium cepa|Neck rot|Soil-line rot
PSO:0002651	Botrytis aclada Fresen. Neck rot of Allium sativum	NCBITaxon:139639	Botrytis aclada Fresen. (syn. B. allii Munn)	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Botrytis aclada Fresen. Neck rot of Allium sativum|Botrytis aclada Fresen. Soil-line rot of Allium sativum|Neck rot|Soil-line rot
PSO:0002652	Penicillium hirsutum Dierckx Penicillium decay of garlic of Allium cepa	NCBITaxon:36648	Penicillium hirsutum Dierckx (syn. P. corymbiferum Westling)	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Penicillium hirsutum Dierckx Penicillium decay of garlic of Allium cepa|Penicillium decay of garlic
PSO:0002653	Penicillium hirsutum Dierckx Penicillium decay of garlic of Allium sativum	NCBITaxon:36648	Penicillium hirsutum Dierckx (syn. P. corymbiferum Westling)	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Penicillium hirsutum Dierckx Penicillium decay of garlic of Allium sativum|Penicillium decay of garlic
PSO:0002654	Phyllosticta allii Tehon & E. Y. Daniels Phyllosticta leaf blight of Allium cepa	NCBITaxon:1236105	Phyllosticta allii Tehon & E. Y. Daniels	NCBITaxon:4679	Allium cepa	PO:0025034	leaf	Phyllosticta allii Tehon & E. Y. Daniels Phyllosticta leaf blight of Allium cepa|Phyllosticta leaf blight
PSO:0002655	Phyllosticta allii Tehon & E. Y. Daniels Phyllosticta leaf blight of Allium sativum	NCBITaxon:1236105	Phyllosticta allii Tehon & E. Y. Daniels	NCBITaxon:4682	Allium sativum	PO:0025034	leaf	Phyllosticta allii Tehon & E. Y. Daniels Phyllosticta leaf blight of Allium sativum|Phyllosticta leaf blight
PSO:0002656	Leveillula taurica Powdery mildew of Allium cepa	NCBITaxon:62718	Leveillula taurica (Lév.) G. Arnaud (syns. Oidiopsis sicula Scalia	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Leveillula taurica Powdery mildew of Allium cepa|Powdery mildew
PSO:0002657	Leveillula taurica Powdery mildew of Allium sativum	NCBITaxon:62718	Leveillula taurica (Lév.) G. Arnaud (syns. Oidiopsis sicula Scalia	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Leveillula taurica Powdery mildew of Allium sativum|Powdery mildew
PSO:0002658	Alternaria porri Purple blotch of Allium cepa	NCBITaxon:48098	Alternaria porri (Ellis) Cif. (syn. Macrosporium porri Ellis)	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Alternaria porri Purple blotch of Allium cepa|Purple blotch
PSO:0002659	Alternaria porri Purple blotch of Allium sativum	NCBITaxon:48098	Alternaria porri (Ellis) Cif. (syn. Macrosporium porri Ellis)	NCBITaxon:4682	Allium sativum	PO:0000003	whole plant	Alternaria porri Purple blotch of Allium sativum|Purple blotch
PSO:0002660	Globisporangium irregular Pythium root rot of Allium cepa	NCBITaxon:1448052	Globisporangium irregular (Buisman) Uzuhashi	NCBITaxon:4679	Allium cepa	PO:0009005	root	Globisporangium irregular Pythium root rot of Allium cepa|Pythium root rot
PSO:0002661	Tojo Pythium root rot of Allium cepa	NCBITaxon:238488	Tojo	NCBITaxon:4679	Allium cepa	PO:0009005	root	Tojo Pythium root rot of Allium cepa|Pythium root rot
PSO:0002662	Globisporangium irregular Pythium root rot of Allium sativum	NCBITaxon:1448052	Globisporangium irregular (Buisman) Uzuhashi	NCBITaxon:4682	Allium sativum	PO:0009005	root	Globisporangium irregular Pythium root rot of Allium sativum|Pythium root rot
PSO:0002663	Tojo Pythium root rot of Allium sativum	NCBITaxon:238488	Tojo	NCBITaxon:4682	Allium sativum	PO:0009005	root	Tojo Pythium root rot of Allium sativum|Pythium root rot
PSO:0002664	Tojo Pythium seed rot and damping-off of Allium cepa	NCBITaxon:238488	Tojo	NCBITaxon:4679	Allium cepa	PO:0009010	seed	Tojo Pythium seed rot and damping-off of Allium cepa|Tojo Pythium seed rot and damping-off of Allium cepa|Tojo Pythium seed rot and damping-off of Allium cepa|Tojo Pythium seed rot and damping-off of Allium cepa|Tojo Pythium seed rot and damping-off of Allium cepa|Tojo Pythium seed rot and damping-off of Allium cepa|Tojo Pythium seed rot and damping-off of Allium cepa|Pythium seed rot and damping-off|Pythium seed rot and damping-off|Pythium seed rot and damping-off|Pythium seed rot and damping-off|Pythium seed rot and damping-off|Pythium seed rot and damping-off|Pythium seed rot and damping-off
PSO:0002665	Tojo Pythium seed rot and damping-off of Allium sativum	NCBITaxon:238488	Tojo	NCBITaxon:4682	Allium sativum	PO:0009010	seed	Tojo Pythium seed rot and damping-off of Allium sativum|Tojo Pythium seed rot and damping-off of Allium sativum|Tojo Pythium seed rot and damping-off of Allium sativum|Tojo Pythium seed rot and damping-off of Allium sativum|Tojo Pythium seed rot and damping-off of Allium sativum|Tojo Pythium seed rot and damping-off of Allium sativum|Tojo Pythium seed rot and damping-off of Allium sativum|Pythium seed rot and damping-off|Pythium seed rot and damping-off|Pythium seed rot and damping-off|Pythium seed rot and damping-off|Pythium seed rot and damping-off|Pythium seed rot and damping-off|Pythium seed rot and damping-off
PSO:0002666	Phytopythium vexans Pythium seed rot and damping-off of Allium cepa	NCBITaxon:1547594	Phytopythium vexans (de Bary) Abad. De Coch	NCBITaxon:4679	Allium cepa	PO:0009010	seed	Phytopythium vexans Pythium seed rot and damping-off of Allium cepa|Pythium seed rot and damping-off
PSO:0002667	Bala Pythium seed rot and damping-off of Allium cepa	NCBITaxon:435161	Bala	NCBITaxon:4679	Allium cepa	PO:0009010	seed	Bala Pythium seed rot and damping-off of Allium cepa|Pythium seed rot and damping-off
PSO:0002668	Phytopythium vexans Pythium seed rot and damping-off of Allium sativum	NCBITaxon:1547594	Phytopythium vexans (de Bary) Abad. De Coch	NCBITaxon:4682	Allium sativum	PO:0009010	seed	Phytopythium vexans Pythium seed rot and damping-off of Allium sativum|Pythium seed rot and damping-off
PSO:0002669	Bala Pythium seed rot and damping-off of Allium sativum	NCBITaxon:435161	Bala	NCBITaxon:4682	Allium sativum	PO:0009010	seed	Bala Pythium seed rot and damping-off of Allium sativum|Pythium seed rot and damping-off
PSO:0002670	Pythium coloratum Vaartaja Pythium seed rot and damping-off of Allium cepa	NCBITaxon:944628	Pythium coloratum Vaartaja	NCBITaxon:4679	Allium cepa	PO:0009010	seed	Pythium coloratum Vaartaja Pythium seed rot and damping-off of Allium cepa|Pythium graminicola Subraman. Pythium seed rot and damping-off of Allium cepa|Pythium torulosum Coker & F. Patt. Pythium seed rot and damping-off of Allium cepa|Pythium seed rot and damping-off|Pythium seed rot and damping-off|Pythium seed rot and damping-off
PSO:0002671	Pythium coloratum Vaartaja Pythium seed rot and damping-off of Allium sativum	NCBITaxon:944628	Pythium coloratum Vaartaja	NCBITaxon:4682	Allium sativum	PO:0009010	seed	Pythium coloratum Vaartaja Pythium seed rot and damping-off of Allium sativum|Pythium graminicola Subraman. Pythium seed rot and damping-off of Allium sativum|Pythium torulosum Coker & F. Patt. Pythium seed rot and damping-off of Allium sativum|Pythium seed rot and damping-off|Pythium seed rot and damping-off|Pythium seed rot and damping-off
PSO:0002672	Rhizoctonia solani J. G. Kühn Rhizoctonia seed rot and seedling disease of Allium cepa	NCBITaxon:1498287	Rhizoctonia solani J. G. Kühn (syn. Thanatephorus cucumeris [A. B. Frank] Donk)	NCBITaxon:4679	Allium cepa	PO:0009010	seed	Rhizoctonia solani J. G. Kühn Rhizoctonia seed rot and seedling disease of Allium cepa|Rhizoctonia seed rot and seedling disease
PSO:0002673	Rhizoctonia solani J. G. Kühn Rhizoctonia seed rot and seedling disease of Allium sativum	NCBITaxon:1498287	Rhizoctonia solani J. G. Kühn (syn. Thanatephorus cucumeris [A. B. Frank] Donk)	NCBITaxon:4682	Allium sativum	PO:0009010	seed	Rhizoctonia solani J. G. Kühn Rhizoctonia seed rot and seedling disease of Allium sativum|Rhizoctonia seed rot and seedling disease
PSO:0002674	Puccinia allii F. Rudolphi Rust of Allium cepa	NCBITaxon:208347	Puccinia allii F. Rudolphi	NCBITaxon:4679	Allium cepa	PO:0000003	whole plant	Puccinia allii F. Rudolphi Rust of Allium cepa|Rust
