iri	iri_label	pathogen	pathogen_label	host	host_label	plantstructure	plantstructure_label
OOPS:xxxxxxx	Verticillium dahliae Kleb. Verticillium root and stem rot of Manihot esculenta Crantz	NCBITaxon:1202531	Verticillium dahliae Kleb.	NCBITaxon:3983	Manihot esculenta Crantz	PO_0009005	root
OOPS:xxxxxxx	Phaeoramularia manihotis White leaf spot of Manihot esculenta Crantz	NCBITaxon:131321	Phaeoramularia manihotis (F. Stevens & Solheim) M.B. Ellis	NCBITaxon:3983	Manihot esculenta Crantz	PO_0025034	leaf
OOPS:xxxxxxx	African cassava mosaic virus African cassava mosaic of Manihot esculenta Crantz	NCBITaxon:10817	African cassava mosaic virus	NCBITaxon:3983	Manihot esculenta Crantz	PO_0000003	whole plant
OOPS:xxxxxxx	Cassava common mosaic virus Cassava common mosaic of Manihot esculenta Crantz	NCBITaxon:39046	Cassava common mosaic virus	NCBITaxon:3983	Manihot esculenta Crantz	PO_0000003	whole plant
OOPS:xxxxxxx	Cassava Ivorian bacilliform virus Cassava symptomless infections of Manihot esculenta Crantz	NCBITaxon:1464778	Cassava Ivorian bacilliform virus	NCBITaxon:3983	Manihot esculenta Crantz	PO_0000003	whole plant
OOPS:xxxxxxx	Cassava vein mosaic virus Cassava vein mosaic of Manihot esculenta Crantz	NCBITaxon:38062	Cassava vein mosaic virus	NCBITaxon:3983	Manihot esculenta Crantz	PO_0000003	whole plant
OOPS:xxxxxxx	Indian cassava mosaic virus Indian cassava mosaic of Manihot esculenta Crantz	NCBITaxon:31600	Indian cassava mosaic virus	NCBITaxon:3983	Manihot esculenta Crantz	PO_0000003	whole plant
OOPS:xxxxxxx	Pectobacterium carotovorum Bacterial soft rot of Cattleya	NCBITaxon:554	Pectobacterium carotovorum (Jones 1901) Waldee 1945	NCBITaxon:38236	Cattleya	PO_0000003	whole plant
OOPS:xxxxxxx	Acidovorax avenae subsp. cattleya Brown spot of Cattleya	NCBITaxon:80867	Acidovorax avenae subsp. cattleya (Pavarino 1911) Willems et al. 1992	NCBITaxon:38236	Cattleya	PO_0000003	whole plant
OOPS:xxxxxxx	Pseudomonas cattleya Brown spot of Cattleya	NCBITaxon:1496883	Pseudomonas cattleya (Pav.) Sav.	NCBITaxon:38236	Cattleya	PO_0000003	whole plant
OOPS:xxxxxxx	Colletotrichum crassipes Anthracnose of Cattleya	NCBITaxon:218121	Colletotrichum crassipes (Speg.) Arx	NCBITaxon:38236	Cattleya	PO_0000003	whole plant
OOPS:xxxxxxx	Colletotrichum gloeosporioides Anthracnose of Cattleya	NCBITaxon:1215364	Colletotrichum gloeosporioides (Penz.) Penz. & Sacc [anamorph]	NCBITaxon:38236	Cattleya	PO_0000003	whole plant
OOPS:xxxxxxx	Gloeosporium cattleyae Henn. Anthracnose of Cattleya	NCBITaxon:446931	Gloeosporium cattleyae Henn.	NCBITaxon:38236	Cattleya	PO_0000003	whole plant
OOPS:xxxxxxx	Phytophthora cactorum Black rot of Cattleya	NCBITaxon:29920	Phytophthora cactorum (Lebert & Cohn) J. Schroet.	NCBITaxon:38236	Cattleya	PO_0000003	whole plant
OOPS:xxxxxxx	Pythium ultimum Trow Black rot of Cattleya	NCBITaxon:431595	Pythium ultimum Trow	NCBITaxon:38236	Cattleya	PO_0000003	whole plant
OOPS:xxxxxxx	Alternaria sp. Bloom shoot necrosis of Cattleya	NCBITaxon:1551618	Alternaria sp.	NCBITaxon:38236	Cattleya	PO_0025029	shoot axis
OOPS:xxxxxxx	Botrytis cinerea Pers. Gray mold of Cattleya	NCBITaxon:1290391	Botrytis cinerea Pers.	NCBITaxon:38236	Cattleya	PO_0000003	whole plant
OOPS:xxxxxxx	Curvularia sp. Leaf necrosis of Cattleya	NCBITaxon:1271788	Curvularia sp.	NCBITaxon:38236	Cattleya	PO_0025034	leaf
OOPS:xxxxxxx	Pythium splendens H. Braun Leaf rot of Cattleya	NCBITaxon:944628	Pythium splendens H. Braun	NCBITaxon:38236	Cattleya	PO_0025034	leaf
OOPS:xxxxxxx	Alternaria sp. Leaf spot of Cattleya	NCBITaxon:1551618	Alternaria sp.	NCBITaxon:38236	Cattleya	PO_0025034	leaf
OOPS:xxxxxxx	Cercospora angraeci Feuillebois & Roum. Leaf spot of Cattleya	NCBITaxon:1247214	Cercospora angraeci Feuillebois & Roum.	NCBITaxon:38236	Cattleya	PO_0025034	leaf
OOPS:xxxxxxx	Chaetodiplodia sp. Leaf spot of Cattleya	NCBITaxon:565396	Chaetodiplodia sp.	NCBITaxon:38236	Cattleya	PO_0025034	leaf
OOPS:xxxxxxx	Coniothyrium sp. Leaf spot of Cattleya	NCBITaxon:754269	Coniothyrium sp.	NCBITaxon:38236	Cattleya	PO_0025034	leaf
OOPS:xxxxxxx	Corynespora cassiicola Leaf spot of Cattleya	NCBITaxon:1448308	Corynespora cassiicola (Berk. & M.A. Curtis) C.T. Wei	NCBITaxon:38236	Cattleya	PO_0025034	leaf
OOPS:xxxxxxx	Diplodia laelio-cattleyae Sibilia Leaf spot of Cattleya	NCBITaxon:66735	Diplodia laelio-cattleyae Sibilia	NCBITaxon:38236	Cattleya	PO_0025034	leaf
OOPS:xxxxxxx	Diplodia paraphysaria Sacc. Leaf spot of Cattleya	NCBITaxon:66735	Diplodia paraphysaria Sacc.	NCBITaxon:38236	Cattleya	PO_0025034	leaf
OOPS:xxxxxxx	Lasiodiplodia theobromae Leaf spot of Cattleya	NCBITaxon:45133	Lasiodiplodia theobromae (Pat.) Griffon & Maubl.	NCBITaxon:38236	Cattleya	PO_0025034	leaf
OOPS:xxxxxxx	Phoma oncidii-sphacelati Tassi Leaf spot of Cattleya	NCBITaxon:1543971	Phoma oncidii-sphacelati Tassi	NCBITaxon:38236	Cattleya	PO_0025034	leaf
OOPS:xxxxxxx	Phyllosticta capitalensis Henn. Leaf spot of Cattleya	NCBITaxon:1236105	Phyllosticta capitalensis Henn.	NCBITaxon:38236	Cattleya	PO_0025034	leaf
OOPS:xxxxxxx	Pseudocercospora sp. Leaf spot of Cattleya	NCBITaxon:131324	Pseudocercospora sp.	NCBITaxon:38236	Cattleya	PO_0025034	leaf
OOPS:xxxxxxx	Fusarium oxysporum Schlechtend. Pseudobulb and root rot of Cattleya	NCBITaxon:909455	Fusarium oxysporum Schlechtend.	NCBITaxon:38236	Cattleya	PO_0009005	root
OOPS:xxxxxxx	Rhizoctonia solani Kühn Root and stem rot of Cattleya	NCBITaxon:1498287	Rhizoctonia solani Kühn	NCBITaxon:38236	Cattleya	PO_0009005	root
OOPS:xxxxxxx	Phytophthora palmivora Root rot of Cattleya	NCBITaxon:4796	Phytophthora palmivora (E.J. Butler) E.J. Butler	NCBITaxon:38236	Cattleya	PO_0009005	root
OOPS:xxxxxxx	Sphenospora kevorkianii Linder Rust of Cattleya	NCBITaxon:367881	Sphenospora kevorkianii Linder	NCBITaxon:38236	Cattleya	PO_0000003	whole plant
OOPS:xxxxxxx	Odontoglossum ringspot virus Flower break of Cattleya	NCBITaxon:12238	Odontoglossum ringspot virus	NCBITaxon:38236	Cattleya	PO_0009046	flower
OOPS:xxxxxxx	Cymbidium mosaic virus Mosaic of Cattleya	NCBITaxon:12178	Cymbidium mosaic virus	NCBITaxon:38236	Cattleya	PO_0000003	whole plant
OOPS:xxxxxxx	Odontoglossum ringspot virus Mosaic of Cattleya	NCBITaxon:12238	Odontoglossum ringspot virus	NCBITaxon:38236	Cattleya	PO_0000003	whole plant
OOPS:xxxxxxx	Cymbidium mosaic virus White cell necrosis of Cattleya	NCBITaxon:12178	Cymbidium mosaic virus	NCBITaxon:38236	Cattleya	PO_0009002	plant cell
OOPS:xxxxxxx	Cephaleuros virescens Kunze Algal spot of Cattleya	NCBITaxon:173371	Cephaleuros virescens Kunze	NCBITaxon:38236	Cattleya	PO_0000003	whole plant
OOPS:xxxxxxx	Iron deficiency Chlorotic leaf mottle of Cattleya	NCBITaxon:185820	Iron deficiency	NCBITaxon:38236	Cattleya	PO_0025034	leaf
OOPS:xxxxxxx	Fuligo spp. Slime molds of Cattleya	NCBITaxon:159719	Fuligo spp.	NCBITaxon:38236	Cattleya	PO_0000003	whole plant
OOPS:xxxxxxx	Capnodium spp. Sooty mold of Cattleya	NCBITaxon:301097	Capnodium spp.	NCBITaxon:38236	Cattleya	PO_0000003	whole plant
OOPS:xxxxxxx	Pseudomonas cichorii Bacterial blight of Miller) Pers.	NCBITaxon:1441629	Pseudomonas cichorii (Swingle) Stapp	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Pseudomonas syringae pv. apii Bacterial leaf spot of Miller) Pers.	NCBITaxon:205918	Pseudomonas syringae pv. apii (Jagger) Young et al.	NCBITaxon:71936	Miller) Pers.	PO_0025034	leaf
OOPS:xxxxxxx	Alternaria sp. Alternaria leaf spot of Miller) Pers.	NCBITaxon:1551618	Alternaria sp.	NCBITaxon:71936	Miller) Pers.	PO_0025034	leaf
OOPS:xxxxxxx	Colletotrichum sp. Anthracnose of Miller) Pers.	NCBITaxon:1473215	Colletotrichum sp.	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Rhizoctonia solani Kühn Crater rot and damping-off of Miller) Pers.	NCBITaxon:1498287	Rhizoctonia solani Kühn	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Thanatephorus cucumeris Crater rot and damping-off of Miller) Pers.	NCBITaxon:1379297	Thanatephorus cucumeris (A. B. Frank) Donk [teleomorph]	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Cercospora apii Fresen. Early blight of Miller) Pers.	NCBITaxon:132184	Cercospora apii Fresen.	NCBITaxon:71936	Miller) Pers.	PO_0020136	ear inflorescence
OOPS:xxxxxxx	Fusarium oxysporum Schlechtend. Fusarium yellows and wilt of Miller) Pers.	NCBITaxon:909455	Fusarium oxysporum Schlechtend.	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Botrytis cinerea Pers. Gray mold blight of Miller) Pers.	NCBITaxon:1290391	Botrytis cinerea Pers.	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Septoria apicola Speg. Late blight of Miller) Pers.	NCBITaxon:39702	Septoria apicola Speg.	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Pythium debaryanum Auct.non R. Hesse Pythium damping-off and root rot of Miller) Pers.	NCBITaxon:231958	Pythium debaryanum Auct.non R. Hesse	NCBITaxon:71936	Miller) Pers.	PO_0009005	root
OOPS:xxxxxxx	Fusarium solani Red root of Miller) Pers.	NCBITaxon:1501798	Fusarium solani (Mart.) Sacc.	NCBITaxon:71936	Miller) Pers.	PO_0009005	root
OOPS:xxxxxxx	Nectria haematococca Berk. & Broome [teleomorph] Red root of Miller) Pers.	NCBITaxon:140110	Nectria haematococca Berk. & Broome [teleomorph]	NCBITaxon:71936	Miller) Pers.	PO_0009005	root
OOPS:xxxxxxx	Sclerotinia sclerotiorum Sclerotinia pink rot of Miller) Pers.	NCBITaxon:1095762	Sclerotinia sclerotiorum (Lib.) de Bary	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Sclerotinia minor Jagger Sclerotinia foot rot of Miller) Pers.	NCBITaxon:665078	Sclerotinia minor Jagger	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Stemphylium ramulosa Sacc. Stemphylium leaf spot of Miller) Pers.	NCBITaxon:644614	Stemphylium ramulosa Sacc.	NCBITaxon:71936	Miller) Pers.	PO_0025034	leaf
OOPS:xxxxxxx	Dolichodorus spp. Awl of Miller) Pers.	NCBITaxon:398404	Dolichodorus spp.	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Dolichodorus heterocephalus Cobb Awl of Miller) Pers.	NCBITaxon:1542467	Dolichodorus heterocephalus Cobb	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Heterodera spp. Cyst of Miller) Pers.	NCBITaxon:34509	Heterodera spp.	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Xiphinema spp. Dagger of Miller) Pers.	NCBITaxon:243757	Xiphinema spp.	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Pratylenchus spp. Lesion of Miller) Pers.	NCBITaxon:45927	Pratylenchus spp.	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Paratylenchus spp. Pin of Miller) Pers.	NCBITaxon:293601	Paratylenchus spp.	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Paratylenchus hamatus Thorne & Allen Pin of Miller) Pers.	NCBITaxon:293601	Paratylenchus hamatus Thorne & Allen	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Meloidogyne spp. Root-knot of Miller) Pers.	NCBITaxon:189290	Meloidogyne spp.	NCBITaxon:71936	Miller) Pers.	PO_0009005	root
OOPS:xxxxxxx	Paratrichodorus spp. Stubby-root of Miller) Pers.	NCBITaxon:1036940	Paratrichodorus spp.	NCBITaxon:71936	Miller) Pers.	PO_0009005	root
OOPS:xxxxxxx	Alfalfa mosaic virus Calico of Miller) Pers.	NCBITaxon:12321	Alfalfa mosaic virus	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Celery mosaic virus Celery mosaic of Miller) Pers.	NCBITaxon:112436	Celery mosaic virus	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Celery mosaic virus Celery ring spot of Miller) Pers.	NCBITaxon:112436	Celery mosaic virus	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Cucumber mosaic virus Southern mosaic of Miller) Pers.	NCBITaxon:12305	Cucumber mosaic virus	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Tomato spotted wilt virus Tomato spotted wilt of Miller) Pers.	NCBITaxon:11613	Tomato spotted wilt virus	NCBITaxon:71936	Miller) Pers.	PO_0000003	whole plant
OOPS:xxxxxxx	Boron deficiency Cracked stem of Miller) Pers.	NCBITaxon:274471	Boron deficiency	NCBITaxon:71936	Miller) Pers.	PO_0009047	stem
OOPS:xxxxxxx	Acrophialophora fusispora Acrophialophora wilt of Cicer arietinum L.	NCBITaxon:391091	Acrophialophora fusispora (Saksena) M.B. Ellis	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Alternaria alternata Alternaria blight of Cicer arietinum L.	NCBITaxon:187775	Alternaria alternata (Fr.	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Alternaria tenuissima Alternaria blight of Cicer arietinum L.	NCBITaxon:119927	Alternaria tenuissima (Kunze	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Aphanomyces euteiches Drechs. Aphanomyces root rot of Cicer arietinum L.	NCBITaxon:100861	Aphanomyces euteiches Drechs.	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Ascochyta rabiei Ascochyta blight of Cicer arietinum L.	NCBITaxon:5453	Ascochyta rabiei (Passerini) Labrousse	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Didymella rabiei Ascochyta blight of Cicer arietinum L.	NCBITaxon:5454	Didymella rabiei (Kovachevski) v. Arx)	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Xanthomonas campestris pv. cassiae Bacterial blight of Cicer arietinum L.	NCBITaxon:314565	Xanthomonas campestris pv. cassiae (Kulkarni	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Pseudomonas andropogonis Bacterial leaf spot of Cicer arietinum L.	NCBITaxon:1496883	Pseudomonas andropogonis (Smith) Stapp	NCBITaxon:3827	Cicer arietinum L.	PO_0025034	leaf
OOPS:xxxxxxx	Fusarium solani Black root rot of Cicer arietinum L.	NCBITaxon:1501798	Fusarium solani (Mart.) Sacc.	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Thielaviopsis basicola Black streak root rot of Cicer arietinum L.	NCBITaxon:124036	Thielaviopsis basicola (Berk. & Broome) Ferraris	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Botrytis cinerea Pers. Botrytis gray mold of Cicer arietinum L.	NCBITaxon:1290391	Botrytis cinerea Pers.	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Orobanche crenata Forsk. Broomrape of Cicer arietinum L.	NCBITaxon:223102	Orobanche crenata Forsk.	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Iron deficiency Chlorosis of Cicer arietinum L.	NCBITaxon:185820	Iron deficiency	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Athelia rolfsii Collar rot of Cicer arietinum L.	NCBITaxon:39291	Athelia rolfsii (Curzi) Tu & Kimbrough	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Corticium rolfsii Curzi) Collar rot of Cicer arietinum L.	NCBITaxon:39180	Corticium rolfsii Curzi)	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Colletotrichum capsici Colletotrichum blight of Cicer arietinum L.	NCBITaxon:1473215	Colletotrichum capsici (Syd.) E.J. Butler & Bisby	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Colletotrichum dematium Colletotrichum blight of Cicer arietinum L.	NCBITaxon:34405	Colletotrichum dematium (Pers.) Grove	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Cylindrocladium clavatum C.S. Hodges & L.C. May Cylindrocladium root rot of Cicer arietinum L.	NCBITaxon:1664737	Cylindrocladium clavatum C.S. Hodges & L.C. May	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Pythium debaryanum Hesse Damping-off of Cicer arietinum L.	NCBITaxon:231958	Pythium debaryanum Hesse	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Pythium irregulare Buisman Damping-off of Cicer arietinum L.	NCBITaxon:1223557	Pythium irregulare Buisman	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Pythium ultimum Trow Damping-off of Cicer arietinum L.	NCBITaxon:431595	Pythium ultimum Trow	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Cuscuta hyalina Roth. Dodder of Cicer arietinum L.	NCBITaxon:437236	Cuscuta hyalina Roth.	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Peronospora sp. Downy mildew of Cicer arietinum L.	NCBITaxon:230425	Peronospora sp.	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Macrophomina phaseolina Dry root rot of Cicer arietinum L.	NCBITaxon:1126212	Macrophomina phaseolina (Tassi) Goidanich	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Rhizoctonia bataticola Dry root rot of Cicer arietinum L.	NCBITaxon:348105	Rhizoctonia bataticola (Taubenhaus) E.J. Butler	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Phacidiopycnis padwickii Foot rot of Cicer arietinum L.	NCBITaxon:1156156	Phacidiopycnis padwickii (Kheswalla) B. Sutton	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Operculella padwickii Kheswalla Foot rot of Cicer arietinum L.	NCBITaxon:102290	Operculella padwickii Kheswalla	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Fusarium acuminatum Ellis & Everh. Fusarium root rot of Cicer arietinum L.	NCBITaxon:510258	Fusarium acuminatum Ellis & Everh.	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Fusarium arthrosporioides Sherb. Fusarium root rot of Cicer arietinum L.	NCBITaxon:510258	Fusarium arthrosporioides Sherb.	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Fusarium avenaceum Fusarium root rot of Cicer arietinum L.	NCBITaxon:510258	Fusarium avenaceum (Corda	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Fusarium equiseti Fusarium root rot of Cicer arietinum L.	NCBITaxon:510258	Fusarium equiseti (Corda) Sacc.	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Fusarium solani Fusarium root rot of Cicer arietinum L.	NCBITaxon:1501798	Fusarium solani (Mart.) Sacc. f. sp. Eumartii (C. Carpenter) W.C. Snyder & H.N. Hans.	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Fusarium eumartii Carpenter Fusarium root rot of Cicer arietinum L.	NCBITaxon:510258	Fusarium eumartii Carpenter	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Fusarium oxysporum Schlechtend. Fusarium wilt of Cicer arietinum L.	NCBITaxon:909455	Fusarium oxysporum Schlechtend.	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Alfalfa mosaic virus Mosaic of Cicer arietinum L.	NCBITaxon:12321	Alfalfa mosaic virus	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Myrothecium roridum Tode Myrothecium leaf spot of Cicer arietinum L.	NCBITaxon:62969	Myrothecium roridum Tode	NCBITaxon:3827	Cicer arietinum L.	PO_0025034	leaf
OOPS:xxxxxxx	Bean yellow mosaic virus Narrow leaf of Cicer arietinum L.	NCBITaxon:12197	Bean yellow mosaic virus	NCBITaxon:3827	Cicer arietinum L.	PO_0025034	leaf
OOPS:xxxxxxx	Lettuce necrotic yellows virus Necrosis of Cicer arietinum L.	NCBITaxon:4235	Lettuce necrotic yellows virus	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Pea streak virus Necrosis of Cicer arietinum L.	NCBITaxon:157777	Pea streak virus	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Rotylenchulus reniformis Linford & Oliveira Dirty root of Cicer arietinum L.	NCBITaxon:239373	Rotylenchulus reniformis Linford & Oliveira	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Heterodera ciceri Vovlos Pearly root of Cicer arietinum L.	NCBITaxon:34509	Heterodera ciceri Vovlos	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Heterodera rosii Duggan & Brennan Pearly root of Cicer arietinum L.	NCBITaxon:34509	Heterodera rosii Duggan & Brennan	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Meloidogyne arenaria Root-knot of Cicer arietinum L.	NCBITaxon:6304	Meloidogyne arenaria (Neal) Chitwood	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Meloidogyne artiellia Franklin Root-knot of Cicer arietinum L.	NCBITaxon:42426	Meloidogyne artiellia Franklin	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Meloidogyne incognita Root-knot of Cicer arietinum L.	NCBITaxon:654580	Meloidogyne incognita (Kofoid & White) Chitwood	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Meloidogyne javanica Root-knot of Cicer arietinum L.	NCBITaxon:6303	Meloidogyne javanica (Treub) Chitwood	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Pratylenchus brachyurus Root lesion of Cicer arietinum L.	NCBITaxon:45938	Pratylenchus brachyurus (Godfrey) Goodey	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Pratylenchus thornei Sher & Allen Root lesion of Cicer arietinum L.	NCBITaxon:45935	Pratylenchus thornei Sher & Allen	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Phoma medicaginis Malbr. & Roum. Phoma blight of Cicer arietinum L.	NCBITaxon:269363	Phoma medicaginis Malbr. & Roum.	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Mycoplasma-like organism Phyllody of Cicer arietinum L.	NCBITaxon:2155	Mycoplasma-like organism	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Phytophthora citrophthora Phytophthora root rot of Cicer arietinum L.	NCBITaxon:910611	Phytophthora citrophthora (R.E. Sm. & E.H. Sm.) Leonian	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Phytophthora cryptogea Pethybr. & Lafferty Phytophthora root rot of Cicer arietinum L.	NCBITaxon:4786	Phytophthora cryptogea Pethybr. & Lafferty	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Phytophthora drechsleri Tucker Phytophthora root rot of Cicer arietinum L.	NCBITaxon:4794	Phytophthora drechsleri Tucker	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Phytophthora megasperma Drechsler Phytophthora root rot of Cicer arietinum L.	NCBITaxon:910611	Phytophthora megasperma Drechsler	NCBITaxon:3827	Cicer arietinum L.	PO_0009005	root
OOPS:xxxxxxx	Pleospora herbarum Pleospora leaf spot of Cicer arietinum L.	NCBITaxon:33177	Pleospora herbarum (Pers.	NCBITaxon:3827	Cicer arietinum L.	PO_0025034	leaf
OOPS:xxxxxxx	Stemphylium herbarum Simmons Pleospora leaf spot of Cicer arietinum L.	NCBITaxon:644614	Stemphylium herbarum Simmons	NCBITaxon:3827	Cicer arietinum L.	PO_0025034	leaf
OOPS:xxxxxxx	Leveillula taurica Powdery mildew of Cicer arietinum L.	NCBITaxon:62718	Leveillula taurica (Lév.) Arnaud	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Erysiphe sp. Powdery mildew of Cicer arietinum L.	NCBITaxon:5121	Erysiphe sp.	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Cucumber mosaic virus Proliferation of Cicer arietinum L.	NCBITaxon:12305	Cucumber mosaic virus	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Uromyces ciceris-arietini Jacz. in Boyer & Jacz. Rust of Cicer arietinum L.	NCBITaxon:5263	Uromyces ciceris-arietini Jacz. in Boyer & Jacz.	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Uromyces striatus J. Schröt Rust of Cicer arietinum L.	NCBITaxon:5263	Uromyces striatus J. Schröt	NCBITaxon:3827	Cicer arietinum L.	PO_0000003	whole plant
OOPS:xxxxxxx	Sclerotinia sclerotiorum Sclerotinia stem rot of Cicer arietinum L.	NCBITaxon:1095762	Sclerotinia sclerotiorum (Lib.) de Bary	NCBITaxon:3827	Cicer arietinum L.	PO_0009047	stem
